PatentID	AssigneeID
CN201810165900.X	A_000187
CN201810168844.5	A_000188
CN201810176229.9	A_000189
CN201810176232.0	A_000189
CN201810176239.2	A_000189
CN201810176241.X	A_000189
CN201810180853.6	A_000189
CN201810183460.0	A_000190
CN201810184886.8	A_000134
CN201810186504.5	A_000191
CN201810186761.9	A_000192
CN201810187091.2	A_000193
CN201810187095.0	A_000191
CN201810190385.0	A_000194
CN201810191822.0	A_000195
CN201810193974.4	A_000163
CN201810194479.5	A_000163
CN201810195297.X	A_000192
CN201810201165.3	A_000141
CN201810201165.3	A_000142
CN201810202916.3	A_000196
CN201810203564.3	A_000197
CN201810204329.8	A_000153
CN201810207815.5	A_000198
CN201810210472.8	A_000199
CN201810213498.8	A_000200
CN201810213929.0	A_000201
CN201810227063.9	A_000202
CN201810230378.9	A_000203
CN201810230448.0	A_000204
CN201810230809.1	A_000162
CN201810237079.8	A_000205
CN2018102393W	A_000206
CN201810241107.3	A_000195
CN201810242678.9	A_000207
CN201810246000.8	A_000182
CN201810246878.1	A_000208
CN201810247034.9	A_000209
CN201810247034.9	A_000210
CN201810247232.5	A_000208
CN201810247488.6	A_000208
CN201810247954.0	A_000208
CN201810249086.X	A_000211
CN201810252012.1	A_000163
CN201810256361.0	A_000212
CN201810256576.2	A_000213
CN201810259458.7	A_000214
CN201810259458.7	A_000215
CN201810260982.6	A_000216
CN201810262059.6	A_000217
CN201810263196.1	A_000218
CN201810263785.X	A_000219
CN201810264883.5	A_000220
CN201810267821.X	A_000221
CN201810268146.2	A_000222
CN201810272694.2	A_000223
CN201810275304.7	A_000224
CN201810276286.4	A_000225
CN2018102764W	A_000226
CN201810276864.4	A_000227
CN201810278378.6	A_000228
CN201810279309.7	A_000229
CN201810279324.1	A_000229
CN201810284678.5	A_000230
CN201810286167.7	A_000231
CN201810287491.0	A_000232
CN201810289305.7	A_000232
CN201810293359.0	A_000233
CN201810297042.4	A_000234
CN201810303224.8	A_000223
CN201810303224.8	A_000235
CN201810309790.X	A_000236
CN201810309936.0	A_000237
CN201810310485.2	A_000238
CN201810313624.7	A_000239
CN201810327129.1	A_000240
CN201810335158.2	A_000143
CN201810338611.5	A_000241
CN201810338611.5	A_000242
CN201810338611.5	A_000243
CN201810339953.9	A_000244
CN201810341040.0	A_000245
CN201810342051.0	A_000246
CN201810346034.4	A_000247
CN201810346266.X	A_000248
CN201810346327.2	A_000249
CN201810353820.7	A_000134
CN201810362167.0	A_000163
CN201810364755.8	A_000250
CN201810364768.5	A_000250
CN201810372004.0	A_000251
CN201810372098.1	A_000252
CN201810373517.3	A_000253
CN201810375405.1	A_000254
CN201810375405.1	A_000255
CN201810386795.2	A_000256
CN201810388201.1	A_000257
CN201810389955.9	A_000258
CN201810393221.8	A_000196
CN201810396607.4	A_000259
CN201810396760.7	A_000260
CN201810401380.8	A_000194
CN201810407270.2	A_000261
CN201810416345.3	A_000262
CN201810419325.1	A_000263
CN201810430134.5	A_000264
CN201810432881.2	A_000265
CN201810432912.4	A_000266
CN201810435645.6	A_000267
CN201810440766.X	A_000268
CN201810440767.4	A_000268
CN201810440773.X	A_000268
CN201810440777.8	A_000268
CN201810443971.1	A_000269
CN201810444758.2	A_000270
CN201810444758.2	A_000271
CN201810444758.2	A_000241
CN201810444758.2	A_000272
CN201810448656.8	A_000273
CN201810455730.9	A_000274
CN201810457139.7	A_000274
CN201810459900.0	A_000275
CN201810465490.0	A_000276
CN201810477128.5	A_000277
CN201810482451.1	A_000278
CN201810482620.1	A_000279
CN201810488052.6	A_000223
CN201810488563.8	A_000280
CN201810488563.8	A_000281
CN201810488563.8	A_000282
CN201810488563.8	A_000283
CN201810488563.8	A_000284
CN201810488563.8	A_000285
CN201810488563.8	A_000286
CN201810495426.7	A_000287
CN201810501747.3	A_000288
CN201810502166.1	A_000289
CN201810514804.1	A_000290
CN201810517922.8	A_000291
CN201810524136.0	A_000292
CN201810528086.3	A_000293
CN201810530556.X	A_000294
CN201810530624.2	A_000294
CN201810531549.1	A_000295
CN201810535872.6	A_000296
CN201810535891.9	A_000297
CN201810535974.8	A_000296
CN201810538419.0	A_000298
CN201810539514.2	A_000161
CN201810540324.2	A_000299
CN201810542040.7	A_000161
CN201810542107.7	A_000300
CN201810543432.5	A_000301
CN201810544313.1	A_000302
CN201810544360.6	A_000302
CN201810546775.7	A_000303
CN201810550679.X	A_000302
CN201810551036.7	A_000302
CN201810551517.8	A_000302
CN201810555977.8	A_000245
CN201810558150.2	A_000304
CN201810558691.5	A_000305
CN201810558691.5	A_000306
CN201810558692.X	A_000307
CN201810562088.4	A_000308
CN201810564257.8	A_000309
CN201810564258.2	A_000309
CN201810564605.1	A_000310
CN201810564886.0	A_000309
CN201810565279.6	A_000311
CN201810565572.2	A_000222
CN201810565825.6	A_000309
CN2018105664W	A_000169
CN2018105664W	A_000312
CN201810569523.6	A_000313
CN201810573867.4	A_000314
CN201810575616.X	A_000182
CN201810586906.4	A_000315
CN201810586906.4	A_000316
CN201810587115.3	A_000317
CN201810587369.5	A_000163
CN201810588718.5	A_000318
CN201810590190.5	A_000319
CN201810590192.4	A_000319
CN201810591056.7	A_000194
CN201810591138.1	A_000320
CN201810591460.4	A_000321
CN201810594269.5	A_000322
CN201810594269.5	A_000323
CN201810597128.9	A_000324
CN201810597291.5	A_000317
CN201810597523.7	A_000325
CN201810598672.5	A_000326
CN201810607059.5	A_000327
CN201810607541.9	A_000328
CN201810608553.3	A_000327
CN201810611648.0	A_000329
CN201810612688.7	A_000330
CN201810612688.7	A_000331
CN201810619964.2	A_000332
CN201810619964.2	A_000333
CN201810625999.7	A_000334
CN201810629950.9	A_000335
CN201810629950.9	A_000336
CN201810632621.X	A_000337
CN201810633510.0	A_000338
CN201810637453.3	A_000339
CN201810639817.1	A_000340
CN201810642952.1	A_000341
CN201810642952.1	A_000342
CN201810644528.0	A_000326
CN201810649953.9	A_000273
CN201810658152.9	A_000343
CN201810661901.3	A_000344
CN201810669320.4	A_000345
CN201810669328.0	A_000345
CN201810675242.9	A_000346
CN201810677944.0	A_000345
CN201810688839.7	A_000347
CN201810691424.5	A_000348
CN201810691425.X	A_000348
CN201810691702.7	A_000348
CN201810691727.7	A_000348
CN201810691731.3	A_000348
CN201810692760.1	A_000345
CN201810700744.2	A_000349
CN201810709157.X	A_000189
CN201810709158.4	A_000189
CN201810709738.3	A_000350
CN201810710017.4	A_000351
CN201810712893.0	A_000266
CN201810728879.X	A_000352
CN201810730629.X	A_000353
CN201810739336.8	A_000294
CN201810740315.8	A_000354
CN201810749142.6	A_000355
CN201810751817.0	A_000356
CN201810751864.5	A_000357
CN201810762209.X	A_000358
CN201810763060.7	A_000253
CN201810764502.X	A_000359
CN201810766465.6	A_000360
CN201810773694.0	A_000361
CN201810778192.7	A_000362
CN201810795984.5	A_000363
CN201810796857.7	A_000364
CN201810797132.X	A_000365
CN201810797903.5	A_000366
CN201810801991.1	A_000182
CN201810803167.X	A_000367
CN201810807328.2	A_000368
CN201810810452.4	A_000369
CN201810812761.5	A_000304
CN201810817026.3	A_000370
CN201810818672.1	A_000134
CN201810822686.0	A_000337
CN201810828798.7	A_000369
CN201810830343.9	A_000371
CN201810832482.5	A_000372
CN201810832483.X	A_000372
CN201810833855.0	A_000373
CN201810834213.2	A_000163
CN201810835599.9	A_000374
CN201810838986.8	A_000375
CN201810842604.9	A_000376
CN201810842626.5	A_000377
CN201810849756.1	A_000378
CN201810850154.8	A_000379
CN201810851755.0	A_000380
CN201810852916.8	A_000381
CN201810855717.2	A_000382
CN201810855717.2	A_000383
CN201810855717.2	A_000384
CN201810863761.8	A_000385
CN201810873436.X	A_000386
CN201810875458.X	A_000387
CN201810875507.X	A_000387
CN201810883104.X	A_000388
CN201810884659.6	A_000389
CN201810890738.8	A_000390
CN201810894459.9	A_000391
CN201810896715.8	A_000392
CN201810898016.7	A_000393
CN201810898810.1	A_000394
CN201810913204.2	A_000395
CN201810918481.2	A_000396
CN201810924115.8	A_000396
CN201810924981.7	A_000397
CN201810926123.6	A_000398
CN201810926123.6	A_000399
CN201810936269.9	A_000400
CN201810937306.8	A_000401
CN201810940256.9	A_000402
CN201810942399.3	A_000403
CN201810942399.3	A_000404
CN201810942408.9	A_000405
CN201810946065.3	A_000406
CN201810952115.9	A_000407
CN201810959408.X	A_000287
CN201810962035.1	A_000408
CN201810966951.2	A_000409
CN201810968786.4	A_000410
CN201810970694.X	A_000411
CN201810970948.8	A_000412
CN201810975071.1	A_000413
CN201810982205.2	A_000414
CN201810982538.5	A_000377
CN201810986028.5	A_000415
CN201810986028.5	A_000416
CN201810989249.8	A_000190
CN201810992926.1	A_000162
CN201810994388.X	A_000304
CN201810995375.4	A_000417
CN201810995697.9	A_000417
CN201810995725.7	A_000417
CN201810996984.1	A_000417
CN201810997582.3	A_000417
CN201810997592.7	A_000417
CN201810997593.1	A_000417
CN201810997908.2	A_000417
CN201810997940.0	A_000417
CN201810997990.9	A_000378
CN201810998423.5	A_000417
CN201810998429.2	A_000417
CN201810998433.9	A_000417
CN201810999592.0	A_000418
CN201811001474.2	A_000192
CN201811002660.8	A_000419
CN201811003441.1	A_000420
CN201811005372.8	A_000421
CN201811005952.7	A_000422
CN201811009032.2	A_000387
CN201811012821.1	A_000423
CN201811014417.8	A_000423
CN201811014429.0	A_000423
CN201811015554.3	A_000423
CN201811015558.1	A_000423
CN201811015560.9	A_000423
CN201811015569.X	A_000423
CN201811015579.3	A_000423
CN201811018475.8	A_000424
CN201811018568.0	A_000425
CN201811024599.7	A_000369
CN201811025060.3	A_000426
CN201811030489.1	A_000427
CN201811034932.2	A_000428
CN201811035797.3	A_000429
CN201811038376.6	A_000430
CN201811039404.6	A_000431
CN201811041642.0	A_000420
CN201811043688.6	A_000432
CN201811043845.3	A_000433
CN201811044539.1	A_000434
CN201811045419.3	A_000435
CN201811046141.1	A_000435
CN201811046956.X	A_000228
CN201811050583.3	A_000436
CN201811051269.7	A_000162
CN201811053364.0	A_000437
CN201811060109.9	A_000438
CN201811060184.5	A_000438
CN201811060194.9	A_000438
CN201811063222.2	A_000439
CN201811067047.4	A_000440
CN201811068498.X	A_000441
CN201811070791.X	A_000442
CN201811073026.3	A_000443
CN201811076645.8	A_000309
CN201811076654.7	A_000309
CN201811078726.1	A_000444
CN201811086221.X	A_000445
CN201811087734.2	A_000446
CN201811088250.X	A_000447
CN201811092204.7	A_000448
CN201811093875.5	A_000136
CN201811093875.5	A_000137
CN201811096133.8	A_000449
CN201811101291.8	A_000450
CN201811105656.4	A_000451
CN201811105998.6	A_000452
CN201811105998.6	A_000453
CN201811106599.1	A_000234
CN201811107337.7	A_000454
CN201811107337.7	A_000455
CN201811107424.2	A_000456
CN201811108331.1	A_000457
CN201811112397.8	A_000458
CN201811129359.3	A_000459
CN201811129498.6	A_000459
CN201811130245.0	A_000460
CN201811130316.7	A_000461
CN201811130316.7	A_000304
CN201811130617.X	A_000462
CN201811133215.5	A_000309
CN201811133341.0	A_000463
CN201811144264.9	A_000317
CN201811148227.5	A_000464
CN201811149567.X	A_000465
CN201811153430.1	A_000466
CN201811153430.1	A_000467
CN201811154714.2	A_000468
CN201811155459.3	A_000469
CN201811158076.1	A_000470
CN201811162225.1	A_000471
CN201811162428.0	A_000472
CN201811173097.0	A_000473
CN201811173843.6	A_000474
CN201811174702.6	A_000475
CN201811184904.9	A_000337
CN201811195254.8	A_000476
CN201811216680.5	A_000439
CN201811222236.4	A_000477
CN201811223544.9	A_000439
CN201811223575.4	A_000478
CN201811229023.4	A_000234
CN201811234584.3	A_000304
CN201811243888.6	A_000479
CN201811244888.8	A_000480
CN201811250680.7	A_000223
CN201811257003.8	A_000481
CN201811257535.1	A_000196
CN201811259494.X	A_000482
CN201811260376.0	A_000483
CN201811260861.8	A_000482
CN201811261403.6	A_000484
CN201811269870.3	A_000485
CN201811270072.2	A_000208
CN201811272630.9	A_000486
CN201811272630.9	A_000487
CN201811273069.6	A_000488
CN201811273069.6	A_000142
CN201811274181.1	A_000161
CN201811274354.X	A_000161
CN201811274369.6	A_000161
CN201811274370.9	A_000161
CN201811274377.0	A_000161
CN201811274386.X	A_000161
CN201811274421.8	A_000161
CN201811274433.0	A_000161
CN201811274441.5	A_000161
CN201811274443.4	A_000161
CN201811274482.4	A_000161
CN201811274487.7	A_000161
CN201811274489.6	A_000161
CN201811274594.X	A_000161
CN201811274672.6	A_000161
CN201811274677.9	A_000161
CN201811274678.3	A_000161
CN201811274716.5	A_000161
CN201811274723.5	A_000161
CN201811274756.X	A_000161
CN201811274760.6	A_000161
CN201811274829.5	A_000161
CN201811274865.1	A_000161
CN201811274876.X	A_000161
CN201811274934.9	A_000161
CN201811274965.4	A_000161
CN201811274973.9	A_000161
CN201811275074.0	A_000161
CN201811275087.8	A_000161
CN201811275298.1	A_000489
CN201811276053.0	A_000294
CN201811276554.9	A_000234
CN201811278013.X	A_000490
CN201811279624.6	A_000189
CN201811291289.1	A_000411
CN201811295612.2	A_000491
CN2018113015W	A_000226
CN2018113015W	A_000492
CN201811306119.6	A_000493
CN201811307693.3	A_000494
CN201811308168.3	A_000495
CN201811322108.7	A_000496
CN201811333391.3	A_000345
CN201811333653.6	A_000497
CN201811335432.2	A_000498
CN201811337963.5	A_000499
CN201811339176.4	A_000500
CN201811340605.X	A_000345
CN201811345075.8	A_000501
CN201811352910.0	A_000502
CN201811354972.5	A_000503
CN201811356783.1	A_000504
CN201811361239.6	A_000345
CN201811361266.3	A_000345
CN201811361733.2	A_000345
CN201811362455.2	A_000345
CN201811365869.0	A_000501
CN201811366511.X	A_000505
CN201811366511.X	A_000506
CN201811366685.6	A_000507
CN201811368013.9	A_000508
CN201811370925.X	A_000509
CN201811371960.3	A_000510
CN201811375914.0	A_000501
CN201811379133.9	A_000511
CN201811383703.1	A_000333
CN201811386872.0	A_000422
CN201811396407.5	A_000182
CN201811399833.4	A_000512
CN201811412694.4	A_000502
CN201811417814.X	A_000182
CN201811423458.2	A_000513
CN201811426582.4	A_000514
CN201811426998.6	A_000515
CN201811433074.9	A_000234
CN201811433857.7	A_000516
CN201811436828.6	A_000517
CN201811438902.8	A_000518
CN201811439281.5	A_000374
CN201811445348.6	A_000519
CN201811446527.1	A_000520
CN201811447059.X	A_000521
CN201811449509.9	A_000522
CN2018114497W	A_000523
CN2018114497W	A_000524
CN2018114497W	A_000326
CN2018114497W	A_000525
CN201811452072.4	A_000526
CN201811452203.9	A_000140
CN201811453075.X	A_000527
CN201811453075.X	A_000384
CN201811459437.6	A_000528
CN201811459437.6	A_000529
CN201811463727.8	A_000530
CN201811465610.3	A_000531
CN201811465862.6	A_000532
CN201811466008.1	A_000533
CN201811467908.8	A_000384
CN201811467908.8	A_000534
CN201811467908.8	A_000535
CN201811471242.3	A_000182
CN201811471512.0	A_000198
CN201811475868.1	A_000536
CN201811475869.6	A_000536
CN201811477786.0	A_000537
CN201811479471.X	A_000470
CN201811479979.X	A_000538
CN201811480266.5	A_000539
CN201811488870.2	A_000523
CN201811488870.2	A_000326
CN201811493386.9	A_000540
CN201811504342.1	A_000222
CN201811513559.9	A_000541
CN201811513559.9	A_000542
CN201811517082.1	A_000451
CN201811517495.X	A_000543
CN201811523045.1	A_000544
CN201811523045.1	A_000545
CN201811527282.5	A_000546
CN201811533705.4	A_000547
CN201811536189.0	A_000548
CN201811539808.1	A_000182
CN201811543493.8	A_000237
CN201811547278.5	A_000549
CN201811548765.3	A_000550
CN201811549773.X	A_000182
CN201811550043.1	A_000182
CN201811558188.6	A_000551
CN201811561234.8	A_000252
CN201811564142.5	A_000552
CN201811566600.9	A_000553
CN201811566895.X	A_000550
CN201811568819.2	A_000236
CN201811569598.0	A_000554
CN201811570591.0	A_000555
CN201811571713.8	A_000484
CN201811572604.8	A_000385
CN201811573069.8	A_000556
CN201811576226.0	A_000523
CN201811576226.0	A_000326
CN201811577333.5	A_000553
CN201811580684.1	A_000557
CN201811581172.7	A_000558
CN201811585908.8	A_000559
CN201811585908.8	A_000233
CN201811586248.5	A_000560
CN201811592247.1	A_000561
CN201811596184.7	A_000562
CN201811596713.3	A_000287
CN201811602481.8	A_000563
CN201811603022.1	A_000564
CN201811603090.8	A_000182
CN201811616704.6	A_000496
CN201811618703.5	A_000313
CN201811620908.7	A_000565
CN201811620908.7	A_000566
CN201811623763.6	A_000287
CN201811628725.X	A_000567
CN201811629461.X	A_000406
CN201811629710.5	A_000152
CN201811629920.4	A_000568
CN201811630010.8	A_000568
CN201811635145.3	A_000346
CN201811636661.8	A_000569
CN201811639357.9	A_000570
CN201811639621.9	A_000570
CN201811644657.6	A_000570
CN2018118954W	A_000309
CN2018118954W	A_000571
CN2018121754W	A_000128
CN2018121754W	A_000129
CN201820009008.8	A_000135
CN201820011322.X	A_000572
CN201820011529.7	A_000573
CN201820016844.9	A_000261
CN201820023408.4	A_000574
CN201820028398.3	A_000575
CN201820029312.9	A_000576
CN201820029402.8	A_000576
CN201820050089.6	A_000577
CN201820055542.2	A_000578
CN201820057882.9	A_000579
CN201820064773.X	A_000144
CN201820066854.3	A_000580
CN201820074278.7	A_000581
CN201820077592.0	A_000582
CN201820080892.4	A_000273
CN201820083429.5	A_000583
CN201820085519.8	A_000584
CN201820085551.6	A_000584
CN201820087828.9	A_000182
CN201820088921.1	A_000585
CN201820089236.0	A_000586
CN201820091576.7	A_000587
CN201820091825.2	A_000588
CN201820093379.9	A_000589
CN201820093845.3	A_000589
CN201820097411.0	A_000590
CN201820105774.4	A_000583
CN201820108695.9	A_000591
CN201820111003.6	A_000592
CN201820111003.6	A_000593
CN201820111784.9	A_000594
CN201820124408.3	A_000469
CN201820126581.7	A_000595
CN201820126581.7	A_000596
CN201820130400.8	A_000151
CN201820144538.3	A_000597
CN201820146359.3	A_000598
CN201820146467.0	A_000599
CN201820148239.7	A_000599
CN201820149597.X	A_000600
CN201820151328.7	A_000601
CN201820154837.5	A_000602
CN201820158295.9	A_000160
CN201820158297.8	A_000160
CN201820166709.2	A_000603
CN201820177787.2	A_000484
CN201820178217.5	A_000604
CN201820179041.5	A_000604
CN201820189653.2	A_000605
CN201820191348.7	A_000164
CN201820196015.3	A_000606
CN201820196042.0	A_000607
CN201820197737.0	A_000607
CN201820197829.9	A_000608
CN201820204448.9	A_000245
CN201820208874.X	A_000167
CN201820212933.0	A_000609
CN201820212934.5	A_000609
CN201820225785.6	A_000606
CN201820232755.8	A_000169
CN201820240271.8	A_000610
CN201820246104.4	A_000611
CN201820246350.X	A_000612
CN201820246489.4	A_000611
CN201820246527.6	A_000611
CN201820246670.5	A_000612
CN201820247593.5	A_000613
CN201820248339.7	A_000614
CN201820249176.4	A_000615
CN201820250136.1	A_000611
CN201820254600.4	A_000611
CN201820256138.1	A_000611
CN201820263009.5	A_000616
CN201820264233.6	A_000617
CN201820264623.3	A_000615
CN201820265472.3	A_000469
CN201820269763.X	A_000618
CN201820273208.4	A_000186
CN201820275864.8	A_000185
CN201820275871.8	A_000619
CN201820278938.3	A_000141
CN201820278938.3	A_000142
CN201820281806.6	A_000620
CN201820282684.2	A_000621
CN201820291183.0	A_000187
CN201820291183.0	A_000622
CN201820306486.5	A_000623
CN201820312018.9	A_000191
CN201820314948.8	A_000624
CN201820316326.9	A_000625
CN201820317336.4	A_000626
CN201820317336.4	A_000627
CN201820317336.4	A_000628
CN201820319122.0	A_000629
CN201820325619.3	A_000630
CN201820331326.6	A_000631
CN201820331327.0	A_000631
CN201820334102.0	A_000632
CN201820334615.1	A_000633
CN201820334646.7	A_000633
CN201820336568.4	A_000634
CN201820340192.4	A_000635
CN201820345305.X	A_000636
CN201820346630.8	A_000637
CN201820347751.4	A_000633
CN201820347949.2	A_000199
CN201820353209.X	A_000200
CN201820355380.4	A_000638
CN201820359243.8	A_000639
CN201820369065.7	A_000317
CN201820369256.3	A_000640
CN201820374301.4	A_000639
CN201820377890.1	A_000641
CN201820378235.8	A_000642
CN201820378884.8	A_000643
CN201820379510.8	A_000644
CN201820379939.7	A_000204
CN201820380226.2	A_000261
CN201820380293.4	A_000645
CN201820385749.6	A_000639
CN201820386206.6	A_000646
CN201820387140.2	A_000639
CN201820388572.5	A_000205
CN201820389737.0	A_000647
CN201820389996.3	A_000639
CN201820393414.9	A_000648
CN201820401186.5	A_000649
CN201820402177.8	A_000208
CN201820403697.0	A_000208
CN201820403829.X	A_000208
CN201820416757.2	A_000213
CN201820422094.5	A_000216
CN201820422757.3	A_000216
CN201820424644.7	A_000217
CN201820429378.7	A_000650
CN201820438168.4	A_000223
CN201820445534.9	A_000228
CN201820461482.4	A_000651
CN201820462542.4	A_000652
CN201820471452.1	A_000653
CN201820473069.X	A_000654
CN201820476169.8	A_000655
CN201820476218.8	A_000656
CN201820480113.X	A_000649
CN201820484099.0	A_000469
CN201820490815.6	A_000657
CN201820490815.6	A_000658
CN201820491682.4	A_000237
CN201820492935.X	A_000659
CN201820494574.2	A_000660
CN201820494767.8	A_000660
CN201820494769.7	A_000660
CN201820495882.7	A_000322
CN201820495882.7	A_000323
CN201820509286.X	A_000661
CN201820510680.5	A_000662
CN201820515279.0	A_000663
CN201820521111.0	A_000664
CN201820524470.1	A_000639
CN201820526473.9	A_000639
CN201820529680.X	A_000143
CN201820533518.5	A_000665
CN201820533811.1	A_000664
CN201820544491.X	A_000666
CN201820545723.3	A_000667
CN201820548915.X	A_000668
CN201820551750.1	A_000669
CN201820556501.1	A_000670
CN201820557311.1	A_000248
CN201820557315.X	A_000248
CN201820567115.2	A_000671
CN201820575633.9	A_000672
CN201820586025.8	A_000673
CN201820586048.9	A_000674
CN201820586813.7	A_000675
CN201820589609.0	A_000676
CN201820592099.2	A_000543
CN201820594507.8	A_000677
CN201820601773.9	A_000344
CN201820603057.4	A_000304
CN201820606290.8	A_000678
CN201820606879.8	A_000679
CN201820607435.6	A_000680
CN201820617574.7	A_000196
CN201820629856.9	A_000194
CN201820630225.9	A_000681
CN201820630434.3	A_000682
