PatentID	AssigneeID
CN202210423323.6	A_021549
CN202010970455.1	A_000299
US202318348456A	A_024993
CN202310879277.5	A_015255
DE102023112016A	A_022344
CN202111057974.X	A_021331
US201917781430A	A_006223
CN202311742600.0	A_000326
KR2019005842W	A_009587
CN202210491338.6	A_000380
US202318447891A	A_005857
KR20180012316A	A_023209
CN202123321300.4	A_021447
IN202211076865	A_005936
JP2020545486A	A_023005
CN202111503701.3	A_021420
US2022077082W	A_007996
US2020055743W	A_013656
CN201810574584.1	A_020680
CN202111085888.X	A_000384
CN202110707336.1	A_021276
CN202211390408.5	A_021741
CN202310436011.3	A_000134
CN202211194257.6	A_000517
KR20210189344A	A_023714
CN202311293886.9	A_000304
CN2023074204W	A_021845
CN202210592454.7	A_004157
CN2018108401W	A_000129
CN202311151278.4	A_022090
CN202310469744.7	A_000345
CN202310625123.3	A_021958
CN202310721207.7	A_021985
IB2023054365W	A_022587
US201816135646A	A_024262
IN202047002395	A_007705
CN201911188087.9	A_020890
CN202310678936.9	A_021975
CN202210152480.8	A_021502
CN202011535040.8	A_020719
IN202321075441	A_022870
EP21782012A	A_007962
EP18704561A	A_000113
US201816181829A	A_024272
CN202110760101.9	A_021284
CN202110835831.0	A_012192
US201916724936A	A_006255
CN202310482377.4	A_000139
CN201910977770.4	A_000253
CN202210075108.1	A_000863
CN202310079593.4	A_010122
CN202210252498.5	A_000966
CN202210085038.8	A_002913
CN202310718154.3	A_003688
CN202210776349.9	A_004133
CN202110190547.2	A_001029
CN202111405275.X	A_004100
IN202131013270	A_022712
US201816114756A	A_022400
US202318343453A	A_005577
CN202011504246.4	A_020767
KR20220172998A	A_006759
EP19765908A	A_022400
JP2022110104A	A_006322
CN202310977127.8	A_022047
JP2020175660A	A_022983
CN202111236971.2	A_001991
KR20210026107A	A_006593
CN202311342703.8	A_000416
US201816132144A	A_024261
KR20200118166A	A_023487
AU2019202129A	A_020570
CN202320631347.0	A_000636
KR20220168167A	A_012455
CN202311788653.6	A_022091
CN201810531008.9	A_002132
CN202211359202.6	A_000273
CN202111116418.5	A_020752
US202117306300A	A_008042
CN202211320085.2	A_021725
CN202310172972.8	A_000182
KR20200161770A	A_006493
US202117551620A	A_024728
CN201811602408.0	A_001574
CN2022127307W	A_012652
CN201911236923.6	A_000543
US202117561882A	A_005587
KR20210078698A	A_023607
EP21889612A	A_006695
CN202310077504.2	A_000610
CN202310857318.0	A_003814
CN202280102677.9	A_021840
KR2020009839W	A_006694
US202318447402A	A_024642
US201916554412A	A_006695
KR20200079816A	A_023463
US202217930764A	A_011143
CN202311297331.1	A_003676
KR20200110041A	A_006703
KR2023022052W	A_024092
US202318174742A	A_020646
CN201811554322.5	A_002505
US202217677544A	A_009973
US202016743862A	A_024450
US202217679018A	A_009973
US202117194646A	A_008274
CN202210456023.8	A_004703
TW107112664A	A_024165
KR20180012316A	A_023208
US202016790985A	A_024463
CN202310292198.4	A_003033
CN201920945315.1	A_020915
CN201811221643.3	A_020719
CN202310354991.2	A_014745
US202117174442A	A_008042
JP2023204587A	A_006110
CN202011404228.9	A_021128
CN202111630748.6	A_000315
CN202111155472.0	A_000134
CN2018108423W	A_020692
FR2110498A	A_022539
CN202211575124.3	A_002613
JP2021080206A	A_022928
US202318130250A	A_022781
CN202010691927.X	A_000384
CN202311365309.6	A_002793
US202217749386A	A_006531
CN202010257497.0	A_011755
FR1914350A	A_005680
CA3211662A	A_020650
CN202311270611.3	A_000979
CN201910255573.1	A_000756
CN202211505894.0	A_011860
CN202110783689.X	A_000182
US202318188193A	A_007700
CN202010518778.7	A_000292
ES20761880T	A_000048
CN2019129324W	A_020726
US201816179223A	A_007841
CN202211412113.3	A_017063
US202217961507A	A_007661
DE112018003225T	A_007824
KR20180046830A	A_023225
KR20180067894A	A_023237
CN202210603532.9	A_003255
KR20220102472A	A_023745
CN202010043670.7	A_020752
US201916503543A	A_024348
US2023084444W	A_022336
CN202310495913.4	A_000336
IN201821044118	A_022611
CN202211495083.7	A_011506
CN202011285803.8	A_001455
CN202111090780.X	A_021338
CN202211328701.9	A_000299
US201916701607A	A_007747
CN202310573698.5	A_021946
KR20230162125A	A_023738
CN202311460929.8	A_020752
US202318218053A	A_024304
KR20210159562A	A_023675
US202218082489A	A_009973
US202217855769A	A_008234
US202218073790A	A_024869
CN201910646515.1	A_001659
TW108102688A	A_024164
CN202111488160.1	A_000139
KR20230163439A	A_023716
DE102021213798A	A_022337
CN202311130033.3	A_016582
CN202210046866.0	A_004133
CN202210441893.8	A_020767
CN201911349822.X	A_020723
CN201910456031.0	A_020826
CN201810493720.4	A_000407
CN202080004531.1	A_020920
KR20180147827A	A_023289
KR20210154388A	A_006571
CN2021076259W	A_021180
KR20210024877A	A_023560
US202217568162A	A_000099
CN202110476545.X	A_020967
US2023084442W	A_022336
US202318316002A	A_024985
US202117352459A	A_024098
CN202180079144.9	A_021475
EP21163577A	A_022417
JP2022502631A	A_006128
CN202310489020.9	A_003827
IN202011025812	A_022629
KR20220047602A	A_023750
US202318493270A	A_025023
US202318544782A	A_007705
US202217691723A	A_022336
KR20220163299A	A_010976
CN202310601611.0	A_021955
US202318304576A	A_022437
KR20230182251A	A_023791
CN201810060429.8	A_020657
US2019068149W	A_007705
US201916382878A	A_013668
CN202310964289.8	A_010601
JP2018004469A	A_006313
US201816637828A	A_024283
CN201811116540.0	A_020713
US202318216304A	A_007700
CN202310021781.1	A_003779
KR20220127308A	A_012488
CN202111275603.9	A_020967
US202218564617A	A_024887
US202017063208A	A_008141
CN202210560717.6	A_021574
KR20230179006A	A_007352
CN202011622274.6	A_019176
JP2023034445A	A_023121
IN202311042363	A_000045
CN201910583440.7	A_000452
CN202111267660.2	A_001139
EP21816260A	A_007705
US202318460269A	A_024098
US201815953970A	A_024210
KR20180077990A	A_023245
CN201880031704.1	A_020768
IN202141027839	A_022728
JP2021080206A	A_022930
US202117381611A	A_007996
CN202110903638.6	A_003267
KR20220116072A	A_006936
JP2023044711A	A_023127
US202217957987A	A_007790
CN202311190103.4	A_022097
KR20207035694A	A_023545
US202117924309A	A_000099
KR20200085199A	A_006500
US202016988854A	A_009973
IN202241027371	A_006035
CN202211306075.3	A_021722
CN202110147736.1	A_000509
CN202310202132.1	A_021882
US202318540576A	A_007700
CN202211433892.5	A_000371
KR20220179841A	A_023875
CN202210462165.5	A_003116
US202117526007A	A_024716
EP21830401A	A_022473
CN201810852951.X	A_000381
KR20210142773A	A_023658
CN201810362152.4	A_000725
KR20210002315U	A_023546
JP2023072580A	A_006312
CN202210687775.5	A_021594
US202017103049A	A_006695
US201816032238A	A_007705
TW109105830A	A_024178
CN202210823931.6	A_021613
CN202311578857.7	A_000276
US202017098118A	A_024572
JP2023528006A	A_023177
KR20210152830A	A_006703
IN202311069290	A_013237
KR20210044595A	A_019458
KR20200161770A	A_006491
CN202111543416.4	A_015516
US202016909495A	A_000129
CN202210368380.9	A_000735
KR20190143639A	A_023376
CN2023108655W	A_005857
JP2019092132A	A_022943
KR20190099975A	A_006694
KR20200165118A	A_012456
CN202010512952.7	A_021007
US202117475748A	A_013558
US202318490040A	A_009973
CN202310627154.2	A_021960
US202017078148A	A_024558
US201916287947A	A_024311
JP2022566234A	A_015031
CN202211721969.9	A_001835
CN2023106311W	A_001762
CN202210379365.4	A_000252
CN201811534505.0	A_020724
CN202310591358.5	A_000203
CN202010332782.4	A_019298
US202117151918A	A_000129
IN202021055433	A_022668
CN202011078653.3	A_020752
JP2022116732A	A_005628
US202318490616A	A_024352
US202318523433A	A_022413
IL2019051095W	A_022594
IN202341007553	A_022880
CN202311355644.8	A_018997
KR20230195322A	A_024087
CN201910742486.9	A_020723
CN201811563990.4	A_003171
CN202211611275.X	A_021778
CN202211229050.8	A_001613
CN202310859586.6	A_003916
US202218575929A	A_005404
CN202310015179.7	A_020828
KR20180165194A	A_007027
CN202211171519.7	A_000182
JP2023132443A	A_023080
CN202210776563.4	A_001129
JP2023563006A	A_023181
US202217900502A	A_022396
CN202211082825.3	A_021671
CN202110727133.9	A_021278
KR20217014480A	A_023720
KR20230061167A	A_023941
US202217806451A	A_024817
CN202311679389.2	A_000744
CN202311750873.X	A_022251
CN202311066973.0	A_003074
AU2020103294A	A_020586
US202318342971A	A_024800
US201816141098A	A_005577
KR20190098001A	A_006694
CN202080050773.4	A_021171
US201916381189A	A_007705
JP2020175660A	A_022982
CN202311622397.3	A_003873
US202318208675A	A_024802
CN2023123230W	A_012652
CN202010517174.0	A_000196
US202117508253A	A_000037
CN201910024269.6	A_020726
JP2020190213A	A_022994
KR20210036710A	A_006765
CN201880032934.X	A_020726
KR20210043459A	A_023580
JP2021157480A	A_023044
IN202241037444	A_022805
CN202211561107.4	A_002268
CN201910509302.4	A_014948
KR20210067667A	A_023457
US202217721667A	A_024802
SK572023A	A_024147
TR2020051315W	A_024151
AU2021107088A	A_020602
JP2023001506A	A_023117
CN202310294164.9	A_001676
CN202011606183.3	A_021150
BR102021011921A	A_020637
CN202210262592.9	A_000947
CN202210245836.2	A_021521
RU2021105060U	A_024132
CN201910834056.X	A_000177
US202318498583A	A_007705
US202017001021A	A_020615
US201916395410A	A_005809
US202117506549A	A_022373
US201916710448A	A_024384
CN201910175932.2	A_020723
US202016951900A	A_024516
CN202110848178.1	A_000756
KR20190125030A	A_006780
AU2020102305A	A_020574
KR20230194076A	A_024021
KR20230186746A	A_006937
CN202311311166.0	A_003450
CN202110672413.4	A_001770
CN202211604172.0	A_020752
CN202211418489.5	A_001485
CN202110516984.9	A_021248
CN202311670199.4	A_004121
CN202311160428.8	A_000196
CN202310748600.5	A_020752
CN202110413678.2	A_000315
AU2020103294A	A_020588
IN202141039960	A_022742
CN202210693115.8	A_001029
CN202110918758.3	A_000276
CN201980064013.6	A_000260
CN202311698328.0	A_022233
US201816174525A	A_000022
DE102018218256A	A_005404
KR20227046102A	A_006695
US202217721497A	A_006703
KR20210106462A	A_023628
CN202311469612.0	A_021740
AU2021100672A	A_020597
US202218711826A	A_007798
KR20190147983A	A_009739
EP22216084A	A_007790
US202318096093A	A_007705
KR20220121445A	A_023810
US202217987524A	A_014255
CN201910775103.8	A_020855
CN202010567537.1	A_021012
US2023084445W	A_022336
US202016791203A	A_024464
KR20230002623A	A_006880
EP21758916A	A_007705
CN202210226012.0	A_000294
JP2023036556A	A_023122
EP20701650A	A_022437
CN202111195167.4	A_021348
KR20197030696A	A_023419
CN202111463215.3	A_000294
KR20220045507A	A_023744
CN202310545900.3	A_021940
CN202210105782.X	A_000375
CN202211030888.4	A_020767
CN202210738503.3	A_001133
CN202111565612.1	A_021435
CN202010331448.7	A_020983
US201916658605A	A_024386
US202117171128A	A_006703
KR2018002567W	A_009570
KR20180019534A	A_023213
KR20220141469A	A_006664
CN202210679206.6	A_020720
IN202311057022	A_005933
CN202210600474.4	A_019260
US202117397393A	A_009973
EP20958157A	A_022457
CN202010198544.9	A_000198
CN202310582646.4	A_021950
CN201810219565.7	A_000996
JP2023154539A	A_023144
CN202210769132.5	A_020982
EP24156444A	A_022517
KR20210110201A	A_023631
CN202311667592.8	A_000315
CN202280056775.3	A_021838
KR2022020213W	A_006876
AU2022206663A	A_020622
US2018037142W	A_024201
KR20180119848A	A_009634
IN2022050511W	A_022759
KR20210132585A	A_007317
IB2018060153W	A_022567
KR20220053275A	A_023751
CN202311170669.0	A_014933
CN202311769643.8	A_012652
US202318497857A	A_025024
CN202311371352.3	A_000749
US201816029465A	A_024250
GB201808435A	A_022333
US201917616976A	A_007383
CN202311678962.8	A_003677
CN202011208642.2	A_021105
KR20220092427A	A_023783
JP2022185750A	A_006312
CN201811306304.5	A_020732
EP19213648A	A_020649
US2022028869W	A_022374
IN202311065885	A_022851
US202117348861A	A_024663
EP19744977A	A_007790
CN202110212015.4	A_001123
CN201910555209.7	A_020838
KR20190162018A	A_006694
CN202110848629.1	A_021297
KR20190098353A	A_023365
CN202110454639.7	A_021237
CN202311653781.X	A_022224
US202118020279A	A_024751
CN201910115003.2	A_020726
CN202011096886.6	A_002933
CN2022114043W	A_012652
CN202211018634.0	A_002639
IN201947022852	A_005428
KR20190096952A	A_006695
CN202311759731.X	A_002787
EP20769617A	A_022448
US202217660195A	A_009973
US202016851279A	A_024490
CN202311543973.5	A_022118
US202217722930A	A_005854
KR20230091444A	A_023980
JP2022041031A	A_006056
US202117209542A	A_024645
US201815904282A	A_012627
US202318541028A	A_025038
CN202311819424.6	A_000371
KR20210125253A	A_006780
CN202110600483.9	A_021263
KR20220022940A	A_007245
JP2023145770A	A_019414
CN201910137717.3	A_000326
KR20220166817A	A_023859
US202117193059A	A_024633
KR20190068245A	A_006694
CN202011044327.0	A_021079
US202318397921A	A_024801
CN202110602795.3	A_021266
CN202210918501.2	A_003691
CN2020073652W	A_020726
JP2023026112W	A_005618
EP22162529A	A_022479
US202016999209A	A_024528
KR20190103528A	A_006694
US202318353727A	A_024801
US202117464911A	A_005636
US202318179971A	A_024582
CN202211299187.0	A_001103
CN202080003279.2	A_021162
KR20257010832A	A_024102
IN202311064507A	A_013595
TW107142893A	A_024172
CN202311699242.X	A_022234
CN202211651886.7	A_004772
TR2023/000111	A_024160
US202017111470A	A_007705
KR20230111036A	A_006751
US201816163146A	A_007700
US201916254272A	A_000129
CN202110909513.4	A_001639
US202217849133A	A_009973
CN202210918045.1	A_021014
IL28493221A	A_022603
CN201811598037.3	A_020747
IN202011056466	A_022652
KR20230070393A	A_023964
US201815957243A	A_007700
CN202080040490.1	A_021168
US202218576625A	A_013124
CN202311195794.7	A_021117
EP19190726A	A_006703
CN201910862731.X	A_004955
IN202141061006	A_022757
CN201910221244.5	A_020798
US202318490178A	A_006703
IN202341009564	A_022889
CN201910440969.3	A_000861
IN202011051493	A_000045
US201815976267A	A_007841
DE102018001533A	A_005525
EP22777881A	A_007705
CN202010028260.5	A_020883
JP2022015148W	A_023063
CN202110955636.1	A_003085
IN202311053270	A_022837
CN202311171065.8	A_022093
KR20230154017A	A_024034
US202217942821A	A_009973
CN202310854162.0	A_022018
IN202217025899	A_022774
CN202080011231.6	A_021164
CN202111625378.7	A_000514
US201916521637A	A_024229
CN201810721960.5	A_000995
US202318244149A	A_000086
KR20210149442A	A_007164
US202217749386A	A_006703
KR20180125836A	A_023274
CN202111357023.4	A_011200
KR20230103888A	A_009735
JP2023153054A	A_023143
IN202227041718	A_007705
KR20190090637A	A_023362
US202117407373A	A_010021
CN202210096074.4	A_021493
JP2020087060A	A_022974
CN202210096568.2	A_001087
CN202211676407.7	A_003165
US201815863669A	A_024206
CN202311208094.7	A_016582
CN202011493005.4	A_001570
US202117515127A	A_024710
KR20210010655A	A_023550
CN202310565792.6	A_021945
CN202210610804.8	A_021582
EP18834335A	A_006294
CN202311518943.9	A_020752
JP2021189276A	A_023053
CN201911119545.3	A_000294
KR20190104364A	A_006694
CN202210177552.4	A_021507
CN201910260017.3	A_020803
KR2023005063W	A_023276
CN201980019304.3	A_020921
US202017108976A	A_024434
CN202210197541.2	A_002872
US201916450565A	A_024344
JP2020565666A	A_023006
CN202311606191.1	A_022211
CN202280075172.8	A_020715
CN201910725012.3	A_020723
CN202211000295.3	A_000182
JP2021070349A	A_006138
CN202311398533.5	A_010618
KR20220152525A	A_023835
KR20257009984A	A_005636
CN202110545256.0	A_019770
JP2020195360A	A_022977
CN202310741356.X	A_021607
US202117155532A	A_024618
CN202210988843.1	A_003130
CN202211112467.6	A_021679
KR20230170784A	A_023523
EP18195438A	A_022370
KR20220072535A	A_023767
CN202311683504.3	A_001765
CN201810980326.3	A_001485
KR20200143598A	A_006555
KR20200075913A	A_023458
CN201910204723.6	A_020794
KR20200088899A	A_023469
US202318477844A	A_007790
IN202341007553	A_022883
KR20180157428A	A_023303
CN201880098100.9	A_020778
KR20180065198A	A_023235
CN202380090417.9	A_022309
CN202211457295.6	A_021752
KR20210015036A	A_023553
US202217885959A	A_024368
CN202310690849.5	A_001017
CN202210232646.7	A_015915
US202318833948A	A_025041
KR20180105100A	A_006702
US202117530572A	A_014431
KR20230137626A	A_006834
EP18902838A	A_005576
CN202023011011.X	A_000636
KR20210036710A	A_006766
US201816630658A	A_007963
CN2020077481W	A_020753
CN202311809903.X	A_000474
US202217960784A	A_022336
IN202311065885	A_022852
CN202010629415.0	A_014519
IN202341009564	A_022888
US202016777828A	A_024457
KR20230050496A	A_023930
CN202210344212.6	A_005002
CN201811222454.8	A_020719
US201815939500A	A_008054
CN202311418943.1	A_000134
CN201810193223.2	A_020665
US202117866396A	A_022468
CN202110863405.8	A_021300
US202016997437A	A_024527
CN202011265676.5	A_021110
CN202110587688.8	A_010857
CN201911119545.3	A_014792
CN202110045561.3	A_021190
CN202211280071.2	A_021712
CN202311048783.6	A_022061
KR20247019152A	A_024097
KR20220113963A	A_006936
CN202210444183.0	A_000294
CN202010652125.8	A_000294
CN202322341243.9	A_000416
US202318093944A	A_024912
CN202310706055.3	A_021981
US202217662334A	A_022413
CN202211367704.3	A_021690
US202117470291A	A_024690
CN2021084725W	A_000128
IN202141030415	A_022733
US201815946209A	A_007705
KR20230051333A	A_006760
CN201910291949.4	A_012652
KR20220053275A	A_007042
US201816173669A	A_022509
KR20190173119A	A_006695
CN202011142515.7	A_021096
CN202310005355.9	A_021329
US202217953106A	A_024848
KR20200085199A	A_006501
KR20180157428A	A_023302
CN201821770781.2	A_020760
CN202110157827.3	A_020665
KR20180097690A	A_023258
EP21189018A	A_007790
CN2022099839W	A_012652
US201917264699A	A_024408
US202217804289A	A_022459
US202318289349A	A_024984
JP2021144745A	A_006284
KR20190159618A	A_012497
US202318296442A	A_008401
JP2022211709A	A_006206
CN202310576536.7	A_021949
CN202210614744.7	A_014475
US202117237268A	A_024642
CN201910948851.1	A_001455
CN202310429983.X	A_004302
IN201927012789	A_000020
US201916720906A	A_024397
CN202311513474.1	A_022184
CN202110683898.7	A_004051
CN202010415124.1	A_003168
CN202110835831.0	A_012191
IN202241032220	A_017321
US202318182160A	A_024946
US202318168247A	A_005577
CN202311193895.0	A_020752
CN201810232999.0	A_000339
KR20190039134A	A_008099
CN201911246879.7	A_015648
KR20190073095A	A_006695
CN202310572043.6	A_020752
CN202011115554.8	A_000384
US2023036790W	A_000099
TW107120802A	A_024164
US201917292345A	A_005496
US202017088455A	A_013601
CN202011203316.2	A_001640
CN201811199959.7	A_000182
CN202311365309.6	A_000384
CN202310007898.4	A_001139
JP2018018306A	A_012396
JP2023106133A	A_023140
CN202211118713.9	A_001770
CN202310486128.2	A_021289
CN202311499547.6	A_021113
CN202211494792.3	A_000162
CN202310627943.6	A_021935
CN202010466779.1	A_012652
DE102020002939A	A_022330
KR20197020228A	A_006695
IN202121059295	A_022701
KR20220160144A	A_006829
KR20190149345A	A_023390
CN202010084820.9	A_020752
US201816018911A	A_022374
CN202080005138.4	A_000128
CN201811649068.7	A_002935
CN201910724830.1	A_020723
CN202210472300.4	A_003660
US202117336205A	A_024658
US202318514826A	A_025026
US202217942898A	A_022509
CN202111101601.8	A_021339
CN202311652008.1	A_022223
CN202211696588.X	A_000554
US202016801072A	A_009973
CN202310992117.1	A_003625
CN202210785448.3	A_000793
US202318321935A	A_022484
JP2023145770A	A_019413
KR20210042156A	A_023574
CN202110097730.8	A_021198
CN202310811478.1	A_022007
CN202111578176.1	A_021440
US2023016946W	A_007790
KR20230048698A	A_023920
CN201810762537.X	A_020690
KR20200017801A	A_023430
CN202311617433.7	A_003168
US202017095669A	A_024571
KR20230018358A	A_023907
CN202010091834.3	A_013765
CN201980016415.9	A_014498
EP23190112A	A_022506
US202118017259A	A_024748
CN201910058735.2	A_020785
KR20230183472A	A_024009
CN2021104202W	A_012652
CN2022078997W	A_005857
US201916449230A	A_005577
KR20180056604A	A_023232
US202117540829A	A_008042
CN202310775974.6	A_021996
US201816232148A	A_024210
CN202011272801.5	A_021111
CN202080021995.3	A_002239
US201916978434A	A_024404
CN202121390678.7	A_021463
KR20210170313A	A_023696
US2023063194W	A_008113
CN202011640462.1	A_021152
US202117503541A	A_008145
KR20230020104A	A_007135
IN202141039960	A_022741
US201916449127A	A_005809
KR20230161586A	A_024055
US202318235613A	A_024980
US201816173918A	A_022377
CN202310209878.5	A_000507
US202016822801A	A_006835
CN202111360123.2	A_021394
AU2023203325A	A_020625
US202117359806A	A_024667
US202318343485A	A_024991
US202016899864A	A_000037
CN201911107795.5	A_018529
CN201980070460.2	A_020928
KR20220171139A	A_023642
US202217813286A	A_009973
JP2022156314A	A_006153
JP2019152476A	A_006059
US201816051673A	A_024254
JP2021212983A	A_006215
JP2023014613A	A_006327
IN202341061341	A_018130
US202318318943A	A_024985
CN202010716404.6	A_002897
KR20230103303A	A_007183
US201916281290A	A_007705
CN202110477134.2	A_002486
CN202110769129.9	A_021285
KR20217014480A	A_023719
IN202311061807	A_005935
CN202310220971.6	A_000507
CN202110529675.5	A_021249
IN202311057022	A_022848
CN202311835914.5	A_000198
CN2020135971W	A_021153
KR20180165182A	A_006504
US2022042441W	A_013128
CN202311785475.1	A_013698
CN201810096958.3	A_000161
KR20180146996A	A_023284
CN202311336675.9	A_000936
CN201980033189.5	A_000128
CN202010452017.6	A_000915
JP2021154198A	A_023042
CN201980003627.3	A_020919
CN202010388930.4	A_020996
US202217959199A	A_024808
KR20210151380A	A_023664
US202318300955A	A_024801
KR20230179533A	A_023646
KR20220040050A	A_023741
CN202110982779.1	A_000533
DE102021117809A	A_007790
EP25194460A	A_022521
US202318533727A	A_009973
CN202311534726.9	A_008933
KR20230020104A	A_007136
CN202010102248.4	A_020752
CN202011124853.8	A_021091
CN202210451319.0	A_021554
CN201911251292.5	A_001304
IN202011045249	A_022631
US202217890004A	A_022393
CN202310250828.1	A_003011
CN202410550152.2	A_020767
US202017079355A	A_022403
CN201810485686.6	A_000756
CN202110415127.X	A_000304
EP21818811A	A_013124
CN202311263244.4	A_000253
US201815898984A	A_000037
KR20190004874A	A_023318
CN202380023156.9	A_000910
CN202110511878.1	A_021245
CN202010317207.7	A_000947
KR2019015509W	A_023293
CN202210230865.1	A_018913
CN202110201334.5	A_000351
KR20230186746A	A_007073
US202017074464A	A_024555
JP2023150752A	A_023151
KR20210193378A	A_007044
CN202311112136.7	A_022077
CN202210096568.2	A_000384
US201916527264A	A_008001
US202217819468A	A_012627
JP2021177855A	A_023051
CN202210481131.0	A_021557
EP23207731A	A_000037
CN202211679954.0	A_001139
KR20180160144A	A_023305
CN202380060877.7	A_002239
US201816198497A	A_005577
IN202241063090	A_022817
CN202311252858.2	A_016189
IN202311066664	A_022855
IN202141030415	A_022730
CN2019110146W	A_020723
CN202311850241.0	A_022286
CN202310351837.X	A_021906
EP21191835A	A_005882
CN202211268023.1	A_021461
IN202321089373	A_017296
JP2021028842A	A_006079
US201916508136A	A_007705
CN201980092973.3	A_020937
IN202221063524	A_022783
CN201910891952.X	A_000543
CN202211521091.4	A_004721
CN202210857095.3	A_021620
CN202310158945.5	A_021149
CN202311393740.1	A_000406
KR20200056209A	A_023450
IN202211008478	A_022768
CN202311375017.0	A_022149
CN202010129720.3	A_020876
US202318483697A	A_022336
KR2023005063W	A_023277
US202118007299A	A_007962
JP2020087060A	A_022975
US202217974649A	A_020556
US202217578566A	A_006223
US2020049139W	A_024430
US202217955841A	A_022336
US202318337819A	A_009973
US202017137020A	A_007751
CN202310216882.4	A_021886
US202117539904A	A_024725
US202218723784A	A_024898
CN201880002473.1	A_020726
CN202311676475.8	A_022212
JP2022104623A	A_023083
IN202311086372	A_000045
CN202310629209.3	A_021961
JP2022015289W	A_006234
AU2021107439A	A_020611
CN202311453965.1	A_022168
IB2022000393W	A_022584
GB201905256A	A_022548
US202217975585A	A_008014
CN202311439313.2	A_003905
CN2020122716W	A_012652
KR20200049803A	A_023447
CN202210401660.5	A_021546
CN202080040489.9	A_020715
CN202211122671.6	A_021539
CN202210364675.9	A_021540
CN202211083483.7	A_000182
CN202311707575.2	A_000452
US202217726391A	A_024098
US202017762826A	A_024599
CN202311077842.2	A_003801
US202016819898A	A_024477
KR20220126306A	A_006702
CN202311122604.9	A_003789
CN202121390678.7	A_021465
KR20200138232A	A_006703
US202016951900A	A_024517
US201816150018A	A_009871
CN202311775041.3	A_022259
CN202210425687.8	A_000182
KR20190160644A	A_006694
JP2020089067A	A_006284
EP21704412A	A_022465
US202318468168A	A_025014
KR20220112908A	A_023799
JP2019566476A	A_006084
KR20220181222A	A_023877
CN202310904523.8	A_022031
US2023081039W	A_024907
JP2021193096A	A_015021
CN202210755759.5	A_020752
US202318455940A	A_024248
KR20227010968A	A_023886
CN202211112467.6	A_021015
CN202311742024.X	A_001075
JP2021184277A	A_006114
CN202210878561.6	A_020752
US202117531776A	A_024718
US202117552411A	A_024730
