PatentID	AssigneeID
KR20210015612A	A_006908
CN201820907537.X	A_000714
RU2021132886U	A_007497
EP22159063A	A_005472
CN201880038061.3	A_000905
US202318240829A	A_005552
CN202020962017.6	A_000730
CN202211541455.5	A_003128
CN201821243481.9	A_000770
CN201911299706.1	A_001165
US201916668125A	A_006223
US201816179602A	A_007754
CN201811184904.9	A_000337
KR20220047616A	A_007077
CN202322862105.5	A_004874
IN201941047695	A_005821
CN202321058813.7	A_004486
CN202321305124.1	A_000416
CN202010365265.7	A_000182
CN202111194833.2	A_000517
CN201922085315.1	A_001440
CN201811322108.7	A_000496
CN202323365755.5	A_005262
CN202110073798.2	A_002261
KR20230164766A	A_007325
CN202310017376.2	A_001087
KR20220164822A	A_005625
CN202111414410.7	A_002481
CN202111271343.8	A_002452
US202318301429A	A_000057
CN202320577489.3	A_004349
CN2022081105W	A_000128
CN202321372945.7	A_004573
CN202310569771.1	A_001110
US202318376859A	A_008407
JP2022048190W	A_005614
CN202323428412.9	A_005287
RU2018116742U	A_007440
CN201820855157.6	A_000309
KR20210148764A	A_006480
CN202323343808.3	A_004624
CN202211212161.8	A_001009
CN202122816803.2	A_002784
CN202110278434.8	A_000252
US202016953572A	A_008031
CN202311053970.3	A_003939
CN202223401498.1	A_003590
CN202122797442.1	A_000128
CN201811635145.3	A_000346
JP2022029317A	A_006312
AU2020268690A	A_000028
CN202322157145.X	A_004832
JP2020110786A	A_006160
CN202310323722.X	A_003723
IL28626721A	A_005769
IN202211066104	A_000045
CN202323216233.9	A_001508
CN202320156127.7	A_004047
CN201810002103.X	A_000134
CN202323138929.4	A_005173
US201816025244A	A_005467
US202118252494A	A_008205
US202217849972A	A_007829
CN202211401713.X	A_003084
US202117509048A	A_000005
CN202222817090.6	A_003401
CN201921248181.4	A_001336
CN202322875318.1	A_005078
US202016825911A	A_007998
CN201920045692.X	A_001189
CN201822068914.8	A_000880
CN202323279072.8	A_005229
CN202411819521.X	A_005381
JP2023007722A	A_006350
KR20200185625A	A_006732
JP2023003307U	A_006347
CN202020414941.0	A_001196
JP2022025759W	A_006084
CN202220500443.7	A_003219
CN202022016734.2	A_002093
KR20190173239A	A_006695
CN202222481621.9	A_002830
FR2206967A	A_005681
JP2022109508A	A_006323
CN202223394356.7	A_001361
US202017635122A	A_008073
RU2021102221A	A_007486
KR20220140289A	A_007115
CN202021831152.3	A_002068
CN202122017538.1	A_002712
KR20190078203A	A_006655
CN202321857176.X	A_004732
CN202011274784.9	A_001399
CN202323543881.5	A_005322
CN202320111252.6	A_004218
CN202310786195.6	A_003862
KR20190078203A	A_006550
CN202310779104.6	A_000337
EP22970024A	A_005614
KR20200186307A	A_005625
CN202110800368.6	A_001015
CN201920607397.9	A_001270
IL29881922A	A_005776
CN202310528410.2	A_000782
CN202111382415.6	A_002478
US202318167956A	A_008362
CN201911330207.4	A_000936
US202318138643A	A_005500
CN202023135129.3	A_000564
CN202021616460.4	A_002044
US202016794412A	A_007990
CN202010222795.6	A_001573
JP2022206847A	A_006206
CN202080030047.6	A_002240
CN202323454587.7	A_003492
CN202110395025.6	A_002320
KR20200079499A	A_006829
CN202120657690.3	A_002584
JP2021117288A	A_006216
CN202022550493.X	A_001725
CN202310468288.4	A_003772
US202118258515A	A_008207
KR20210194657A	A_006759
CN201910938454.6	A_001098
JP2021000814W	A_006216
US202017074833A	A_008050
US2022041980W	A_008211
US202117172232A	A_000112
CN201910775872.8	A_000292
CN202311251303.6	A_000641
JP2018190532A	A_006104
KR20220048933A	A_007078
CN202211354541.5	A_002274
GB202210425A	A_000048
CN202023079492.8	A_000547
IN201821047908	A_005799
CN201811620908.7	A_000566
CN201820494767.8	A_000660
CN202111217857.5	A_000245
EP20789987A	A_005550
CN201911235961.X	A_000315
CN202210551516.X	A_002926
CN202323040130.1	A_002510
CN202110759305.0	A_001147
CN202321547420.2	A_002516
KR20220130031A	A_006634
CN201810642952.1	A_000342
CN201820473069.X	A_000654
US202016999454A	A_008037
IN202311062438	A_005939
CN202111581037.4	A_001616
JP2018089753A	A_006077
CN202221709152.5	A_003280
CN201810543432.5	A_000301
CN202010433963.6	A_001605
CN202323055065.X	A_000336
CN201921012993.9	A_001310
CN201980048745.6	A_001520
CN202010542127.1	A_000316
KR20210092284A	A_006951
CN201810530624.2	A_000294
CN202010372800.1	A_001597
KR20210033294A	A_006920
KR20220164822A	A_005626
CN202211559727.4	A_000336
CN202111506306.0	A_000990
CN202223158620.7	A_001257
JP2020093439A	A_005507
PT2022050002W	A_007415
CN202110191838.3	A_000416
CN202311370519.4	A_001171
CN202010913245.9	A_000458
CN202322848859.5	A_001155
CN202311521663.3	A_002631
IN202041030536	A_005840
CN201921325376.4	A_001346
GB202307554A	A_005713
DE102019109127A	A_005401
US202217890603A	A_005548
KR20207016312A	A_006888
CN202210465140.0	A_002326
KR20180115356A	A_006539
JP2019536047A	A_000024
CN202320929095.X	A_000231
RU2023128253A	A_007558
CN201921984167.0	A_001425
CN202021281665.1	A_001998
CN202020021979.1	A_001540
JP2023207913A	A_006157
IL27462320A	A_005749
CN202320832444.6	A_004322
CN202321751982.9	A_004689
CN201820091576.7	A_000587
CN202310525464.3	A_000992
CN201911376924.0	A_001179
CN202323348571.8	A_005258
CN202210036035.5	A_002838
DE202023106320U	A_005446
CN202322992006.9	A_005126
CN202311714323.2	A_004003
EP18155552A	A_000003
CN201820126581.7	A_000595
KR20210111025A	A_006825
CN202222802906.8	A_003397
IB2019054910W	A_005728
KR20200015018A	A_006656
AU2023050964W	A_000053
CN202320380590.X	A_004292
US202017036848A	A_008042
CN201811547278.5	A_000549
US202117316027A	A_000005
CN201820429378.7	A_000650
CN201880055774.0	A_000906
SG11202306067S	A_007575
CN202011354278.0	A_000893
CN202210475172.9	A_002907
CN202220843678.6	A_003237
CN202310460129.X	A_000458
US202016743203A	A_000005
CN201811426998.6	A_000515
KR20210098127A	A_006957
US201916379603A	A_007813
CN201920331908.9	A_001231
EP18824698A	A_005484
CN201821899536.1	A_000859
US201916290704A	A_000005
CN202222316818.7	A_002474
IB2023057351W	A_005736
CN202323137172.7	A_004350
JP2022199038A	A_006302
CN202110855672.0	A_002396
CN201920103473.2	A_001200
KR20210155030A	A_006989
CN202010410878.8	A_000692
CN202320316029.5	A_004283
JP2021019701W	A_006227
CN201910479261.9	A_001007
BR112023016498	A_000099
NZ2020050031W	A_007392
US202217825278A	A_000005
CN202011509877.5	A_001805
KR20200114528A	A_006655
KR20180012522A	A_006481
JP2022000544W	A_006296
CN202320690202.8	A_004376
US2023076846W	A_007730
JP2023145286A	A_006416
CN202323313662.8	A_005241
DE202023106320U	A_005442
JP2020169973A	A_006196
CN202120875318.X	A_002606
CN201810828798.7	A_000369
KR20220012803A	A_007053
JP2019161356A	A_006127
US202016929025A	A_008023
JP2023042699A	A_006370
CN202210361897.5	A_000245
CN202320356347.4	A_000291
KR20180049549A	A_006504
CN202320874674.9	A_000864
CN202210678769.3	A_000947
CN202310727966.4	A_002856
CZ202063A	A_005387
CN202322316458.5	A_004884
CN201811561234.8	A_000252
CN201821120943.8	A_000745
US201815883781A	A_007675
IN202121011949	A_005494
CN201910711298.X	A_001064
KR20230060223A	A_007044
CN202322412891.9	A_004920
CN202120943477.9	A_002614
JP2021045500W	A_006130
CN202022260455.0	A_000416
CN202211373134.9	A_000947
US202217586268A	A_008216
IN202311067359	A_005949
CN201811445348.6	A_000519
KR20220182282A	A_006739
CN202210494735.9	A_001060
IN202241006974	A_005887
CN202020025646.6	A_001836
CN202321451181.0	A_004596
CN202310759878.2	A_003852
US201816117924A	A_000003
CN202020188614.8	A_001863
CN202221715398.3	A_003074
CN202311184490.0	A_000377
CN202311488411.5	A_000182
CN202111316433.4	A_002465
CN201810913204.2	A_000395
CN202320475703.4	A_004316
CN202111668854.3	A_002505
CN202111014816.6	A_002420
CN202210335114.6	A_002879
CN202010086839.7	A_000850
CN202322803407.5	A_005044
CN201810524136.0	A_000292
CN202010278785.4	A_001584
CN201820345305.X	A_000636
CN202321507852.0	A_004613
CN202211508509.8	A_000294
CN202311347111.5	A_004016
CN202220917872.4	A_001581
CN202222396623.8	A_003332
CN202222258274.3	A_002793
CN201921386146.9	A_001353
KR20190142422A	A_006723
CN202222439019.9	A_000511
US202117498473A	A_007674
CN202022401642.6	A_002142
US202318210159A	A_008375
CN201821384875.6	A_000788
CN202110800801.6	A_000517
CH3592019A	A_000126
US202016744065A	A_007815
CN202222467758.9	A_003346
CN202022468674.8	A_002147
KR20190023835A	A_006530
CN202310634335.8	A_003824
RU2018139422A	A_007446
CN202020048751.1	A_001837
KR20190099267A	A_006689
CN202321202505.7	A_004522
US202117506289A	A_005626
US202117166016A	A_007795
CN202310564184.3	A_003806
CN201811620908.7	A_000565
CN202010568048.8	A_001601
EP20178831A	A_000009
KR20220018916A	A_007012
CN201911299712.7	A_001166
LV2023050017W	A_007380
CN202310351934.9	A_000923
CN202320555413.0	A_004342
KR20230164654A	A_007323
KR20210070163A	A_006826
US201816179830A	A_000037
US201916694705A	A_007902
CN202311824072.3	A_000614
DE102023117591A	A_005389
CN202110960877.5	A_002411
US202017593785A	A_008065
CN202310958200.7	A_003910
CN201810926123.6	A_000398
CN201921081778.4	A_001320
CN202210673592.8	A_000182
CN202211587752.3	A_000384
CN202110371734.0	A_002314
CN201920058549.4	A_001193
CN202322238973.6	A_004856
CN202110581103.1	A_002351
EP18192369A	A_005468
CN202321289500.2	A_004555
CN201920715155.1	A_001007
CN202110319591.9	A_000304
CN202320426197.X	A_004299
KR20180103294A	A_006532
KR20200170358A	A_006878
CN202211201953.5	A_003036
KR20190043442A	A_006628
IN201941046271	A_005819
CN202323620425.6	A_005354
CN202221266769.4	A_001807
CN202221625926.6	A_003275
RU2021139435U	A_007501
US202217989908A	A_000005
US202016907067A	A_000005
US201816190711A	A_007760
CN202210568207.3	A_002930
US202318174500A	A_008150
KR20190179491A	A_006746
CN202221934474.X	A_002956
KR20230167964A	A_006268
KR20180066602A	A_006514
JP2021561273A	A_006170
CN201811274716.5	A_000161
CN201910850567.0	A_001088
CN201910502162.8	A_001029
CN201811623763.6	A_000287
KR20180159036A	A_005588
CN202310966324.X	A_003913
CN202310645745.2	A_003827
KR20190168210A	A_006739
CN202322435111.2	A_004926
CN201821996414.4	A_000140
CN201820011322.X	A_000572
CN202321881690.7	A_003183
CN202122317372.5	A_002737
CN202122651259.0	A_002773
CN202323584517.3	A_005339
CN201910655990.5	A_001054
CN202122298876.7	A_002735
US202218059100A	A_000017
CN2023142971W	A_004190
US202217869841A	A_000005
KR20220176378A	A_007073
CN201821320735.2	A_000780
IN202241060941	A_005906
KR20220149715A	A_006615
JP2020082772A	A_006055
CN201811383703.1	A_000333
US201917252502A	A_007775
CN202010596674.8	A_001637
CN202323331077.0	A_005252
CN202311397376.6	A_004026
CN202022643430.9	A_002167
US202217703112A	A_008238
CN202120549377.8	A_002569
JP2021162037A	A_006263
CN202310440719.6	A_001429
US202117403613A	A_008145
US201916277504A	A_000005
CN202320272932.6	A_002403
CN202211379817.5	A_003080
CN202322960384.9	A_005108
CN202323261853.4	A_005220
CN202311392363.X	A_003867
KR20190167403A	A_006737
CN202310019988.5	A_003663
IN202311075200	A_000045
CN202411251007.0	A_000543
IL26692219A	A_000024
US202118558800A	A_005538
CN202111575242.X	A_002501
CN202011235954.2	A_000810
IN202211064713	A_005880
US202117207662A	A_008112
KR20220000759A	A_006834
CN202020396568.0	A_000416
CN202323244846.3	A_003417
CN202311465564.8	A_004057
FI2023050480W	A_005677
US202117337697A	A_005597
US202318535750A	A_008435
CN201811581172.7	A_000558
US202318173125A	A_005552
CN202121125404.5	A_002639
KR20210055400A	A_006931
CN201910464298.4	A_001017
US202218292114A	A_005563
CN202320736478.5	A_004389
US202318383981A	A_008323
CN202122150027.7	A_002719
CN202011296391.8	A_000384
CN201810629950.9	A_000335
CN202311727033.1	A_003841
US202318728330A	A_008438
CN202321764137.5	A_004692
CN201921463227.4	A_000902
CN202120525017.4	A_002565
US201916516088A	A_000005
CN202111010614.4	A_000182
CN202323041927.3	A_005147
JP2023052801A	A_000067
CN202110532708.1	A_002344
US202016916732A	A_000005
TR2023/005127	A_007631
CN202310371628.1	A_003747
KR20220036534A	A_007074
KR20210185112A	A_007025
US202017129656A	A_005486
CN202110453562.1	A_002332
CN202010464113.2	A_001612
CN202323143471.1	A_005102
CN201811399833.4	A_000512
CN201810286167.7	A_000231
CN202322960914.X	A_004895
US201916431375A	A_000005
CN202080106587.8	A_002246
JP2024577435A	A_006463
CN202010757460.4	A_001674
CN202321037143.0	A_004478
US202217717845A	A_008243
JP2021012814A	A_000037
CN202222591790.8	A_002783
CN201910099494.6	A_000931
CN202110552825.4	A_002347
EP18804627A	A_000008
US202217945749A	A_008278
US201816046543A	A_007723
CN202122878149.8	A_001044
BR102019026255A	A_000076
CN202220146668.7	A_002687
CN201811260376.0	A_000483
CN202321366151.X	A_002784
CN202210026815.1	A_000384
JP2021040375W	A_006234
CN201820197737.0	A_000607
CN202122522379.0	A_001044
CN202021964629.5	A_002089
RU2023104919A	A_007534
CN202310748763.3	A_000692
JP2023046416A	A_006376
US202318344753A	A_008395
US202318243957A	A_008385
CN202110080361.1	A_000469
CN202310434472.7	A_000947
KR20190165849A	A_006736
CN201910221815.5	A_000960
CN202320788766.5	A_004400
CN201922364196.3	A_001478
CN201910360008.1	A_000543
CN202321210820.4	A_004531
CN201820319122.0	A_000629
CN202223577408.4	A_001894
US202217740765A	A_005563
CN202111316433.4	A_002462
CN202320116816.5	A_004222
JP2019050370W	A_006138
CN202020352661.1	A_001894
CN201921967206.6	A_001423
KR20200158943A	A_006868
CN202121832438.8	A_002696
CN202320468724.3	A_004315
JP2021538771A	A_006288
CN202122428504.1	A_002750
CN201922099734.0	A_000635
CN202311756491.8	A_004151
CA3003015A	A_000037
IN202341037132	A_005997
CN202321535993.3	A_004620
CN202311468257.5	A_000294
KR20220127719A	A_007106
IN202331064117	A_005987
CN201821575817.1	A_000732
CN202010721336.2	A_001665
CN202310106154.8	A_003682
CN201810096653.2	A_000160
CN202021617292.0	A_002044
CN202210854909.8	A_002972
CN202211184030.3	A_003027
CN202221909706.6	A_003292
CN201811636661.8	A_000569
US202016921815A	A_008019
CN202222913852.2	A_001311
KR20230164609A	A_006759
JP2023087706A	A_006397
CN202310242765.5	A_000177
US202016741726A	A_007982
CN202110731968.1	A_002374
CN201821609380.9	A_000243
CN202122259851.6	A_000596
CN202311507097.0	A_000345
EP23205755A	A_005559
CN202320654701.1	A_004368
KR20220164143A	A_007136
JP2022015243A	A_006301
CN201811333653.6	A_000497
EP22820657A	A_000100
US202217857918A	A_000037
CN202410952505.1	A_000177
CN202210499484.3	A_002914
FR2207666A	A_005680
DE602018002517.0	A_005456
CN202123157241.1	A_000538
US202218685552A	A_008322
CN202310766444.5	A_003854
CN201910691220.6	A_001058
CN201810649953.9	A_000273
CN202311033651.6	A_003042
US202318495679A	A_008337
CN201911045822.0	A_001119
CN202223090460.7	A_002928
CN202022551765.8	A_001725
CN202022675614.3	A_000564
KR20230103282A	A_006635
CN202011509146.0	A_001136
CN202323019515.X	A_005138
EP23163778A	A_005618
CN201811014429.0	A_000423
CN202323510906.1	A_005316
CN202210076542.1	A_002846
KR20220169071A	A_005625
EP22772706A	A_005603
CN202020526968.9	A_000469
RU2021124166U	A_007494
CN202322220113.X	A_000783
US202318375977A	A_008406
CN201922148609.4	A_001147
CN201822177406.3	A_000233
KR20230159839A	A_007316
US202217588203A	A_008217
CN202323241744.6	A_005213
US202318170145A	A_008011
CN202320520393.3	A_004331
CN202020098114.5	A_001508
CN202223062821.7	A_002500
CN202322814446.5	A_005048
IN202341037132	A_005998
KR20190122446A	A_006627
RU2018115927U	A_007438
CN202121896487.8	A_001325
US202217819628A	A_000007
CN202210870493.9	A_000692
KR20220157429A	A_007127
CN202022778627.3	A_000602
CN202311083358.0	A_000596
CN202322532174.X	A_003840
CN202223176180.8	A_003491
CN202021809954.4	A_002066
CN202321395226.7	A_003870
CN202311023604.3	A_002553
US202318314961A	A_008391
CN201821523417.6	A_000809
JP2018218820A	A_000037
DE102018123470A	A_005390
CN201810202916.3	A_000196
US202318132659A	A_005548
CN202010853388.5	A_001693
CN202122805884.6	A_000139
US202016836251A	A_008001
US201916409307A	A_000086
CN202320459840.9	A_000259
KR20200147756A	A_006862
CN202111074431.9	A_002431
FR2300301A	A_005428
CN202023098374.1	A_002215
US201916694705A	A_007945
CN202222865896.2	A_000603
CN201820607435.6	A_000680
US202318470824A	A_000129
CN202223360046.3	A_000384
CN202311496103.7	A_001745
CN201811523045.1	A_000545
EP18779954A	A_005477
CN201821215353.3	A_000763
US202318195785A	A_005626
CN202321583683.9	A_002197
CN202323500419.7	A_005135
JP2019082773A	A_006089
CN202310784965.3	A_001137
CN202211579775.X	A_003139
CN201910546148.8	A_001035
EP19204623A	A_005493
CN202311364770.X	A_001865
CN202021227298.7	A_001633
CN202320363811.2	A_003748
US202118250358A	A_008204
CN202011166478.3	A_000749
CN202020176193.7	A_000273
CN202211528726.3	A_003125
CN202321952012.5	A_001799
CN202122401746.1	A_002749
CN201810975071.1	A_000413
CN201822167932.1	A_000889
JP2022143525A	A_006114
KR20180008562A	A_006476
CN202121785051.1	A_002689
AU2018050332W	A_000015
US202217680252A	A_000037
CN202311291601.8	A_003999
CN202322469550.5	A_004943
CN201910238453.0	A_000963
CN202320114416.0	A_004220
CN202322842670.5	A_005063
KR20220013875A	A_007056
KR2019015983W	A_006730
CN202323401152.6	A_005275
CN201920061305.1	A_001196
CN202110275092.4	A_002301
CN202222844993.3	A_003061
CN202010370049.1	A_001429
CN202010206162.6	A_001569
CN202211281219.4	A_000725
CN202311805975.7	A_001546
CN202222277749.3	A_003320
CN202223597373.0	A_003631
CN201821431296.2	A_000796
US202117458936A	A_008153
CN201820476169.8	A_000655
CN202321554051.X	A_004627
JP2022050942A	A_006114
CN202310007702.1	A_002507
CN202223243764.2	A_001409
CN202322104089.3	A_004677
CN202211610830.7	A_001144
RU2019108205U	A_007452
IN202211022222	A_005872
IN201917054556	A_000020
CN202320126732.X	A_004227
IN202217065699	A_000029
KR20210187632A	A_006761
CN201810986028.5	A_000416
US201916599103A	A_007752
CN202321076680.6	A_004496
CN202223559234.9	A_003641
CN201820385749.6	A_000639
US202017129517A	A_007814
KR20220144417A	A_006755
KR20190148451A	A_006531
CN201822218491.3	A_000287
CN202310624245.0	A_003822
CN202311521663.3	A_004080
DE102018114110A	A_005389
KR20200142204A	A_006760
CN202311817318.4	A_001616
US201916386476A	A_007735
US202218041813A	A_005751
CN202321534697.1	A_004619
CN201820548915.X	A_000668
US202017094960A	A_005585
KR20230162852A	A_007118
CN202320142742.2	A_004232
CN202221036526.1	A_003242
CN201822128351.7	A_000884
EP21210288A	A_005568
US201817259727A	A_007791
CN202011597862.9	A_001822
CN202322290699.7	A_004822
US201916544117A	A_000005
CN202320271711.7	A_004274
JP2022069658A	A_006271
CN202210473632.4	A_002907
CN202211361590.1	A_003073
CN202222653251.2	A_003382
US202217733487A	A_005548
CN202111470497.X	A_002485
CN202310313978.2	A_001473
CN201820269763.X	A_000618
CN202122598707.5	A_001568
CN202321062908.6	A_004490
CN202110266389.4	A_002293
KR20230123932A	A_006535
CN202020261052.5	A_001880
US201916694705A	A_007919
CN202110330290.6	A_002307
CN202311751581.8	A_004146
CN202020076462.2	A_001842
CN202311208131.4	A_003975
CN201810594269.5	A_000323
BG438419U	A_000063
CN202322916810.9	A_005095
UAU201900490U	A_007658
IN202311064450	A_005946
CN201921204695.X	A_000191
CN202122075701.X	A_002716
CN202311210591.0	A_003977
CN202323494731.X	A_005314
CN202323328296.3	A_005249
CN202320609778.7	A_004353
IN202321088921	A_005978
CN202120635881.X	A_001574
CN202323331557.7	A_003348
CN202310822892.2	A_003731
CN202320568628.6	A_001296
CN202322039904.2	A_004795
CN201820275871.8	A_000619
CN202123342791.0	A_002817
KR20230028220A	A_007130
CN202311860553.X	A_000496
JP2021065814A	A_005612
CN202010402636.4	A_001601
CN202310523402.9	A_003792
CN202323043632.X	A_005148
CN201810488563.8	A_000282
CN202223521517.4	A_003631
CN201921766515.7	A_001395
CN202210886507.6	A_000245
US202318242930A	A_000050
CN202020375470.7	A_000310
GB202218288A	A_005711
JP2023119341A	A_006411
RU2023104919A	A_007531
CN202323634354.5	A_004350
CN202211211673.2	A_002341
CN201910340010.2	A_000990
US201916694705A	A_007922
US202318324702A	A_005632
CN201822176820.2	A_000890
CN202020297716.3	A_001464
CN202323584800.6	A_003471
CN202323388514.2	A_005273
US202117563448A	A_005548
KR20220027342A	A_007067
CN201810597523.7	A_000325
JP2023082614A	A_006389
CN201811260861.8	A_000482
US202318093547A	A_008347
US201916584240A	A_007674
CN202321658138.1	A_004658
CN202111028093.5	A_002424
CN202110082770.5	A_002264
IN202341084045	A_006051
CN202321553490.9	A_001668
CN202320605456.5	A_000514
CN201910775548.6	A_001077
CN202321764696.6	A_004693
EP22922120A	A_005556
JP2018102067A	A_006070
EP20172614A	A_000037
CN202223219177.X	A_000231
CN201922474097.0	A_001184
US202217648744A	A_008222
CN202111023725.9	A_002422
CN202220299978.2	A_003206
CN201910603066.2	A_000523
CN202320637345.2	A_004364
KR20200022170A	A_006779
CN202023250211.0	A_001821
CN202020685204.4	A_001429
US202318526072A	A_008432
TW109209490U	A_007643
EP23203848A	A_005624
KR20190082017A	A_006658
IL27551320A	A_005753
CN202221150540.4	A_002886
CN201920869677.7	A_001292
US202016925425A	A_008022
CN201910131550.X	A_000942
CN202311087179.4	A_001763
CN202323391002.1	A_001180
CN202320106659.X	A_000223
DE102019202976A	A_005404
CN201810163142.8	A_000185
RU2023114669A	A_007542
CN202310429153.7	A_000198
IB2023061980W	A_005738
CN202210426259.7	A_002898
EP20208735A	A_000120
CN202011008036.6	A_001717
CN202022408593.9	A_002143
CN202321985846.6	A_004769
CN201922149963.9	A_001448
CN202210040113.9	A_000294
CN202210715101.1	A_002398
CN202321919167.9	A_004754
CN201810629950.9	A_000336
CN202221611882.1	A_003274
IN202241006974	A_005888
CN202311836180.2	A_004179
CN202311695632.X	A_004131
EP21823191A	A_005579
JP2022022319W	A_005628
CN201910512088.8	A_000196
CN202211439847.0	A_000345
US201916694705A	A_007894
CN201921514479.5	A_000469
US201916694705A	A_007920
JP2023066284A	A_006216
US202217588203A	A_008218
CN202223430869.9	A_001659
CN202222972588.X	A_003436
CN201810213498.8	A_000200
CN202010015726.8	A_001541
CN202010326359.3	A_001592
CN202020427067.4	A_000369
US202017423305A	A_008061
US201816046436A	A_007721
EP23152827A	A_005563
JP2019551196A	A_006084
KR20200135302A	A_006853
CN201920212496.7	A_001211
CN202311607512.X	A_004107
CN202110429913.5	A_002327
CN201821490624.6	A_000440
US202217970218A	A_005563
CN202223363406.5	A_003568
CN202010508870.5	A_001621
CN202222369242.0	A_003328
CN202321770844.5	A_004695
KR20220119930A	A_007099
US201816643848A	A_000006
CN202310313268.X	A_000253
CN201911323253.1	A_001171
CN202321143273.2	A_000458
CN202110293203.4	A_000338
CN202322799331.3	A_005008
CN202020106886.9	A_001451
US202218058637A	A_008297
KR20230005726A	A_006485
KR20190122446A	A_006625
CN202323318815.8	A_005245
CN201911044299.X	A_000202
EP20212918A	A_005532
CN202322265395.5	A_000731
CN202010221844.4	A_001572
CN201810558150.2	A_000304
CN202320644227.4	A_000641
US202318483345A	A_008418
KR20180156156A	A_006570
CN202310606076.8	A_003814
CN202311185643.3	A_003970
KR20220014954A	A_007058
CN201821748759.8	A_000842
US201815864883A	A_000037
CN202321965608.9	A_001324
CN202322371485.2	A_004905
CN202223373346.5	A_000697
CN202022149066.0	A_002107
IN202311043562	A_005922
