PatentID	AssigneeID
CN201810170774.7	A_020662
CN201810182396.4	A_020663
CN201810185972.0	A_003779
CN201810185972.0	A_020664
CN201810188883.1	A_013819
CN201810189728.1	A_001229
CN201810193223.2	A_020665
CN201810194685.6	A_020666
CN201810202375.4	A_020667
CN201810212455.8	A_020668
CN201810219565.7	A_000996
CN201810219766.7	A_020669
CN201810224455.X	A_020670
CN201810229422.4	A_020671
CN201810232999.0	A_000339
CN201810236334.7	A_000756
CN201810237060.3	A_020672
CN201810241018.9	A_000316
CN201810253227.5	A_020673
CN201810261331.9	A_000613
CN201810298872.9	A_020674
CN201810299122.3	A_001229
CN201810311356.5	A_020675
CN201810325262.3	A_000689
CN201810327673.6	A_000240
CN201810329238.7	A_001659
CN201810334753.4	A_020676
CN2018103580W	A_000226
CN2018103580W	A_000492
CN201810359449.5	A_020041
CN201810361245.5	A_000725
CN201810362152.4	A_000725
CN201810362164.7	A_000725
CN201810362173.6	A_000725
CN201810382529.2	A_000856
CN201810392430.0	A_000258
CN201810393557.4	A_000234
CN2018104025W	A_012652
CN201810404931.6	A_020677
CN201810407292.9	A_000261
CN201810408435.8	A_000261
CN201810463947.4	A_000292
CN201810469433.X	A_020678
CN201810480881.X	A_001710
CN201810484717.6	A_002400
CN201810485686.6	A_000756
CN201810493720.4	A_000407
CN201810504070.9	A_001676
CN201810531006.X	A_002132
CN201810531008.9	A_002132
CN201810534077.5	A_003072
CN201810535906.1	A_000260
CN201810540558.7	A_020679
CN201810574006.8	A_011788
CN201810574584.1	A_020680
CN201810584613.2	A_000182
CN201810586568.4	A_015296
CN201810589304.4	A_001575
CN201810596592.6	A_020681
CN201810596880.1	A_020682
CN201810603814.2	A_020683
CN201810610199.8	A_000543
CN201810611918.8	A_020684
CN201810622316.2	A_020685
CN201810625974.7	A_020686
CN201810639869.9	A_000317
CN201810652044.0	A_020687
CN201810670062.1	A_000345
CN201810697357.8	A_020688
CN201810706272.1	A_010115
CN201810712872.9	A_002970
CN201810721960.5	A_020689
CN201810721960.5	A_000995
CN201810721960.5	A_000384
CN201810750002.0	A_000182
CN201810761336.8	A_000367
CN201810762537.X	A_020690
CN201810781115.7	A_002616
CN201810781115.7	A_000384
CN201810789039.4	A_012652
CN201810790066.3	A_000474
CN201810798681.9	A_001109
CN201810803266.8	A_020685
CN201810807503.8	A_000162
CN201810813562.6	A_020691
CN201810825689.X	A_000198
CN2018108401W	A_000128
CN2018108401W	A_000129
CN2018108423W	A_000130
CN2018108423W	A_020692
CN201810845840.6	A_001044
CN201810847167.X	A_000452
CN201810852951.X	A_000381
CN201810860429.6	A_000182
CN201810865285.3	A_020693
CN201810873782.8	A_020694
CN201810874300.0	A_020695
CN201810895156.9	A_020696
CN201810909148.5	A_020697
CN201810914370.4	A_000979
CN201810924226.9	A_002927
CN201810924226.9	A_020698
CN201810925974.9	A_020699
CN201810938663.6	A_001055
CN201810941563.9	A_000294
CN201810959346.2	A_020700
CN201810978590.3	A_002132
CN201810980326.3	A_001485
CN201810982009.5	A_020701
CN2018109951W	A_012652
CN201810996260.7	A_020702
CN201811002575.1	A_000276
CN201811005375.1	A_000421
CN201811014678.X	A_000421
CN201811015421.6	A_000304
CN201811017379.1	A_001075
CN201811019471.1	A_020703
CN201811024682.4	A_020704
CN201811027883.X	A_020705
CN201811036858.8	A_002872
CN201811045079.4	A_000253
CN201811047779.7	A_001770
CN201811051016.X	A_003787
CN201811073251.7	A_020706
CN201811073251.7	A_020707
CN201811073774.1	A_020685
CN201811076049.X	A_003830
CN201811076049.X	A_000384
CN201811076248.0	A_020708
CN201811080439.4	A_000202
CN201811081708.9	A_020709
CN201811081796.2	A_020709
CN201811087841.5	A_020710
CN201811094762.7	A_000294
CN201811095230.5	A_020711
CN201811095926.8	A_000294
CN201811100697.4	A_000234
CN201811104859.1	A_001179
CN201811104859.1	A_020712
CN201811116540.0	A_020713
CN201811123247.7	A_000198
CN201811126648.8	A_020714
CN201811128665.5	A_000417
CN201811131656.1	A_015280
CN201811133359.0	A_012878
CN201811149658.3	A_020715
CN201811166453.6	A_000528
CN201811174173.X	A_012652
CN201811176059.0	A_020716
CN201811179366.4	A_020717
CN201811186419.5	A_020718
CN201811188344.4	A_000862
CN201811193714.3	A_020719
CN201811199959.7	A_000182
CN201811201792.3	A_020720
CN201811201792.3	A_020721
CN201811215787.8	A_020722
CN201811215820.7	A_020723
CN201811217286.3	A_000543
CN201811217963.1	A_000543
CN201811221643.3	A_020719
CN201811221788.3	A_020724
CN201811222454.8	A_020719
CN201811249088.5	A_020725
CN201811249088.5	A_000609
CN201811251801.X	A_020726
CN201811274054.1	A_010122
CN201811274656.7	A_010122
CN201811275902.0	A_020727
CN201811275984.9	A_000234
CN201811278411.1	A_020728
CN201811280179.5	A_020729
CN201811281801.4	A_020730
CN201811295781.6	A_000304
CN201811306304.5	A_020731
CN201811306304.5	A_020732
CN201811315966.9	A_013774
CN201811321756.0	A_013774
CN201811324616.9	A_020733
CN201811327307.7	A_013819
CN201811336709.3	A_020734
CN201811338415.4	A_016582
CN201811349174.3	A_001991
CN201811351029.9	A_002268
CN201811356896.1	A_000845
CN201811362045.8	A_020735
CN201811363678.0	A_000268
CN201811390428.6	A_020723
CN201811392270.6	A_020723
CN201811396269.0	A_000387
CN201811397300.2	A_020736
CN201811418898.9	A_000895
CN201811436113.0	A_020685
CN201811444129.6	A_020685
CN201811449077.1	A_020734
CN201811450696.2	A_020723
CN201811450728.9	A_020723
CN201811455827.6	A_020723
CN201811456719.0	A_020723
CN201811456735.X	A_020723
CN201811457866.X	A_020726
CN201811458041.X	A_020723
CN201811458042.4	A_020723
CN201811461568.8	A_000510
CN201811470100.5	A_020737
CN201811473003.1	A_000177
CN201811474770.4	A_020726
CN201811474803.5	A_020738
CN201811475041.0	A_020726
CN201811476027.2	A_020726
CN201811480633.1	A_020739
CN201811488125.8	A_001765
CN201811488146.X	A_001765
CN201811489482.6	A_001765
CN201811490220.1	A_020726
CN201811492747.8	A_000756
CN201811494297.6	A_000845
CN201811510551.7	A_020740
CN201811512256.5	A_020741
CN201811518727.3	A_020742
CN201811534505.0	A_020724
CN201811536154.7	A_020724
CN201811539161.2	A_020743
CN201811543168.1	A_000177
CN2018115456W	A_000226
CN201811549441.1	A_002933
CN201811554242.X	A_020744
CN201811554322.5	A_002505
CN201811563990.4	A_003171
CN201811567206.7	A_020718
CN201811570061.6	A_020719
CN201811570361.4	A_003727
CN201811572663.5	A_020745
CN201811578471.5	A_020746
CN201811592204.3	A_020723
CN201811592246.7	A_020723
CN201811598037.3	A_020747
CN201811598037.3	A_020748
CN201811598711.8	A_020749
CN201811602408.0	A_001574
CN201811609263.7	A_020750
CN201811621244.6	A_020723
CN201811621258.8	A_020723
CN201811621262.4	A_020723
CN201811625377.0	A_020751
CN201811625704.2	A_020723
CN201811628079.7	A_020723
CN201811628203.X	A_020723
CN201811634859.2	A_000292
CN201811649068.7	A_002935
CN201811653575.8	A_020719
CN2018118007W	A_000128
CN2018118007W	A_000129
CN2018120301W	A_020752
CN2018120301W	A_020753
CN2018122059W	A_000128
CN2018124346W	A_000128
CN2018124346W	A_000129
CN201820284409.4	A_020754
CN201820496118.1	A_000652
CN201820496118.1	A_002939
CN201820509263.9	A_000414
CN201820520170.6	A_000689
CN201820850740.8	A_005351
CN201821018019.9	A_020755
CN201821224663.1	A_020756
CN201821275479.X	A_020757
CN201821394923.X	A_020758
CN201821755937.X	A_000128
CN201821770781.2	A_020759
CN201821770781.2	A_020760
CN201822024488.8	A_020738
CN201822126419.8	A_002933
CN201880001318.8	A_020726
CN201880002336.8	A_020723
CN201880002473.1	A_020726
CN201880002658.2	A_020726
CN201880011996.2	A_000128
CN201880012524.9	A_000128
CN201880015441.5	A_020761
CN201880016197.4	A_020762
CN201880016197.4	A_020763
CN201880016197.4	A_020764
CN201880020181.0	A_000260
CN201880025414.6	A_020765
CN201880026964.X	A_020766
CN201880030467.7	A_020767
CN201880031704.1	A_020768
CN201880032934.X	A_020726
CN201880035829.1	A_020769
CN201880037251.3	A_000128
CN201880037903.3	A_000128
CN201880039855.1	A_000128
CN201880043257.1	A_012652
CN201880047753.4	A_020770
CN201880048818.7	A_020771
CN201880049130.0	A_000260
CN201880051149.9	A_000910
CN201880052041.1	A_020772
CN201880054143.7	A_000910
CN201880056552.0	A_020659
CN201880060900.1	A_001519
CN201880066962.3	A_020767
CN201880069257.9	A_000128
CN201880069832.5	A_020773
CN201880072532.2	A_012769
CN201880072862.1	A_020774
CN201880083795.3	A_020775
CN201880087333.9	A_020767
CN201880089729.7	A_020776
CN201880093319.X	A_020726
CN201880097333.7	A_000910
CN201880097366.1	A_020777
CN201880098100.9	A_020778
CN201880098130.X	A_020779
CN201880098130.X	A_020780
CN201880100512.1	A_020683
CN2019075707W	A_000128
CN2019075707W	A_000129
CN2019077896W	A_000128
CN2019081027W	A_000128
CN2019083723W	A_020572
CN2019086003W	A_010153
CN2019089425W	A_000128
CN2019089425W	A_000129
CN2019098657W	A_000128
CN2019098657W	A_000129
CN201910001855.9	A_020723
CN201910009101.8	A_020726
CN201910014299.9	A_020781
CN201910017216.1	A_000484
CN201910021208.4	A_020782
CN201910021208.4	A_002168
CN201910024269.6	A_020726
CN201910031685.9	A_020783
CN201910031780.9	A_013782
CN201910032058.7	A_000162
CN201910041340.1	A_020784
CN201910050655.2	A_000211
CN201910052234.3	A_000196
CN201910058735.2	A_020785
CN201910071671.X	A_020726
CN201910072182.6	A_000253
CN201910075812.5	A_020726
CN201910089314.6	A_000279
CN201910089314.6	A_000829
CN201910096126.6	A_016496
CN201910105186.X	A_001154
CN201910109823.0	A_020786
CN201910110591.0	A_011172
CN201910115003.2	A_020726
CN201910116109.4	A_020787
CN201910117903.0	A_000884
CN201910123394.2	A_000636
CN201910128689.9	A_000985
CN201910128689.9	A_000384
CN201910129652.8	A_020788
CN201910130821.X	A_020789
CN201910131289.3	A_001613
CN201910131557.1	A_000942
CN201910136312.8	A_000182
CN201910137717.3	A_000326
CN201910138792.1	A_020790
CN201910141501.4	A_010708
CN201910143490.3	A_020791
CN201910143490.3	A_020792
CN201910146313.0	A_013698
CN201910158111.8	A_020793
CN201910173584.5	A_000211
CN201910175932.2	A_020723
CN201910179295.6	A_019314
CN201910182414.3	A_000134
CN201910185925.0	A_001770
CN201910204723.6	A_020794
CN201910208251.1	A_020795
CN201910214205.2	A_000294
CN201910217800.1	A_020796
CN201910218449.8	A_020797
CN201910221244.5	A_020798
CN201910221244.5	A_003262
CN201910222786.4	A_020799
CN201910226552.7	A_020719
CN201910226732.5	A_000756
CN201910233985.5	A_020752
CN201910237503.3	A_020800
CN201910237944.3	A_010153
CN201910239669.9	A_001005
CN201910239669.9	A_002522
CN201910246793.8	A_020801
CN201910247682.9	A_020802
CN201910254872.3	A_000304
CN201910255573.1	A_000756
CN201910257826.9	A_002872
CN201910260017.3	A_020803
CN201910260017.3	A_020804
CN201910261963.X	A_020805
CN201910264598.8	A_020806
CN201910264724.X	A_020807
CN201910267513.1	A_000915
CN201910272728.2	A_015433
CN201910272728.2	A_015434
CN201910278641.6	A_001962
CN201910279639.0	A_000948
CN201910288355.8	A_020808
CN201910291184.4	A_020809
CN201910291949.4	A_012652
CN201910293190.3	A_020723
CN201910293748.8	A_020723
CN201910293777.4	A_020723
CN201910294776.1	A_020810
CN201910296235.2	A_000377
CN201910300260.3	A_001135
CN201910306620.0	A_000182
CN201910308883.5	A_000898
CN201910315522.3	A_011662
CN201910315522.3	A_020811
CN201910318028.2	A_020812
CN201910318251.7	A_020813
CN201910318970.9	A_001251
CN201910319617.2	A_010122
CN201910320211.6	A_020814
CN201910326657.X	A_020815
CN201910328531.6	A_000756
CN201910328985.3	A_020816
CN201910336562.6	A_002293
CN201910342011.0	A_020817
CN201910355630.3	A_020818
CN201910363879.9	A_020819
CN201910368348.9	A_002168
CN201910369420.X	A_020820
CN201910369420.X	A_003970
CN201910377070.1	A_000223
CN201910378719.1	A_000388
CN201910386566.5	A_002318
CN201910387136.5	A_000182
CN201910392509.8	A_020821
CN201910396867.6	A_020719
CN201910401602.0	A_002615
CN201910402787.7	A_020723
CN201910404582.2	A_000276
CN201910405785.3	A_020688
CN201910406775.1	A_020723
CN201910412708.0	A_020723
CN201910416789.1	A_020723
CN201910420274.9	A_020723
CN201910420283.8	A_020723
CN201910420331.3	A_020723
CN201910420738.6	A_020723
CN201910422872.X	A_020688
CN201910440969.3	A_000861
CN201910440969.3	A_020822
CN201910443425.2	A_002913
CN201910451544.2	A_020823
CN201910452161.7	A_020824
CN201910452161.7	A_020825
CN201910456031.0	A_020826
CN201910458113.9	A_020827
CN201910460861.0	A_000198
CN201910464019.4	A_020828
CN201910467770.X	A_016582
CN201910467770.X	A_002642
CN201910485788.2	A_020800
CN201910486384.5	A_020829
CN201910486503.7	A_012652
CN201910486810.5	A_002199
CN201910492141.2	A_020719
CN2019104924W	A_020830
CN201910495997.5	A_020831
CN201910500076.3	A_020832
CN201910500482.X	A_020833
CN201910503595.5	A_020834
CN201910506682.6	A_020835
CN201910508537.1	A_011719
CN201910509302.4	A_014948
CN201910510606.2	A_000756
CN201910511054.7	A_002415
CN201910529463.X	A_000988
CN201910532054.5	A_002565
CN201910537538.9	A_020836
CN201910542307.7	A_000203
CN201910554969.6	A_000304
CN201910555209.7	A_020837
CN201910555209.7	A_020838
CN201910556880.3	A_000182
CN201910568633.5	A_000177
CN201910569557.X	A_020839
CN201910578663.4	A_020767
CN201910583440.7	A_000452
CN201910587455.0	A_001821
CN201910587644.8	A_001821
CN201910596703.8	A_000477
CN201910614713.X	A_020840
CN201910616614.5	A_020841
CN201910617165.6	A_020842
CN201910620068.2	A_020843
CN201910620069.7	A_020843
CN201910620766.2	A_020723
CN201910620768.1	A_020723
CN201910623290.8	A_020723
CN201910623996.4	A_002433
CN201910625442.8	A_020723
CN201910625698.9	A_020844
CN201910628929.1	A_020845
CN201910629417.7	A_020723
CN201910636077.0	A_020723
CN201910636339.3	A_020723
CN201910645052.7	A_020723
CN201910646202.6	A_020846
CN201910646515.1	A_001659
CN201910649741.5	A_020847
CN201910652457.3	A_020848
CN201910671015.3	A_001314
CN201910671015.3	A_014611
CN201910671015.3	A_000384
CN201910676122.5	A_000260
CN201910677541.0	A_002168
CN201910680789.2	A_000709
CN201910681228.4	A_020685
CN201910684793.6	A_000253
CN201910685108.1	A_020849
CN201910686677.8	A_020850
CN201910686677.8	A_000514
CN201910689309.9	A_000337
CN201910703451.4	A_020752
CN201910710454.0	A_020850
CN201910710454.0	A_000514
CN201910713451.2	A_020851
CN201910724830.1	A_020723
CN201910724900.3	A_020723
CN201910725012.3	A_020723
CN201910725178.5	A_020723
CN201910728575.8	A_000139
CN201910740483.1	A_020752
CN201910740813.7	A_020723
CN201910741705.1	A_000223
CN201910742230.8	A_020723
CN201910742350.8	A_020723
CN201910742486.9	A_020723
CN201910742597.X	A_020723
CN201910742674.1	A_020723
CN201910743220.6	A_020723
CN201910745141.9	A_020723
CN201910745314.7	A_020723
CN201910746108.8	A_020723
CN201910747898.1	A_020723
CN201910747969.8	A_020723
CN201910751191.8	A_000510
CN201910752567.7	A_020852
CN201910753662.9	A_008526
CN201910753662.9	A_020853
CN201910755816.8	A_020723
CN201910761588.5	A_000299
CN201910771212.2	A_000756
CN201910775103.8	A_020854
CN201910775103.8	A_020855
CN201910779274.8	A_020726
CN201910779407.1	A_008682
CN201910782134.6	A_020856
CN201910782216.0	A_000253
CN201910782216.0	A_003923
CN201910787859.4	A_020685
CN201910792992.9	A_020857
CN201910792992.9	A_020858
CN201910803497.3	A_003012
CN201910803497.3	A_005266
CN201910804112.5	A_000273
CN201910805835.7	A_003436
CN201910806797.7	A_020859
CN201910810002.X	A_020860
CN201910816606.5	A_011946
CN201910817892.7	A_020723
CN201910819000.7	A_020723
CN201910819013.4	A_020723
CN201910819020.4	A_020723
CN201910834056.X	A_000177
CN201910841009.8	A_020752
CN201910844223.9	A_000273
CN201910849702.X	A_001765
CN201910849943.4	A_000968
CN201910862731.X	A_004955
CN201910880434.8	A_020861
CN201910883602.9	A_020862
CN201910888165.X	A_020863
CN201910891952.X	A_000543
CN201910897536.0	A_020864
CN201910897536.0	A_020865
CN201910902652.7	A_020723
CN201910902842.9	A_020723
CN201910913739.4	A_000198
CN201910916980.2	A_020866
CN201910917491.9	A_020867
CN201910929448.4	A_015732
CN201910931108.5	A_010122
CN201910936106.5	A_020859
CN201910939419.6	A_020859
CN201910941466.4	A_020868
CN201910945757.0	A_020723
CN2019109473W	A_020869
CN201910948851.1	A_001455
CN201910949100.1	A_020859
CN201910949879.7	A_002312
CN201910949879.7	A_020870
CN201910971896.0	A_020871
CN201910972022.7	A_020872
CN201910977770.4	A_000253
CN201910979630.0	A_020873
CN201910982426.4	A_000198
CN201910986667.6	A_003688
CN201910986667.6	A_020874
CN201910995125.5	A_020875
CN201910998477.6	A_020876
CN201910998909.3	A_000385
CN201910999717.4	A_000636
CN201911004533.6	A_018954
CN201911012978.9	A_015827
CN201911013848.7	A_000273
CN2019110146W	A_020723
CN201911015876.2	A_018566
CN201911019575.7	A_020752
CN201911025404.5	A_000198
CN201911033006.8	A_020877
CN201911034185.7	A_000326
CN201911034185.7	A_015827
CN201911036226.6	A_020878
CN201911037194.1	A_012780
CN201911037194.1	A_000384
CN201911041239.2	A_000729
CN201911041964.X	A_000299
CN201911042554.7	A_020879
CN201911060743.7	A_020880
CN201911066306.6	A_001750
CN201911066306.6	A_020881
CN201911066852.X	A_020851
CN201911066983.8	A_001750
CN201911066983.8	A_014611
CN201911080634.1	A_020882
CN201911085730.5	A_002312
CN201911090550.6	A_020883
CN201911092326.0	A_012652
CN201911093360.X	A_008632
CN201911097298.1	A_020884
CN201911107090.3	A_002616
CN201911107090.3	A_000384
CN201911107090.3	A_004496
CN201911107795.5	A_018529
CN201911115072.X	A_000326
CN201911119545.3	A_014792
CN201911119545.3	A_000294
CN201911121497.1	A_020885
CN201911122468.7	A_020886
CN201911124102.3	A_020887
CN201911136344.4	A_012652
CN201911142736.1	A_000543
CN201911148779.0	A_000294
CN201911161044.1	A_020888
CN201911163463.9	A_018587
CN201911163852.1	A_020752
CN201911172676.8	A_002312
CN201911179704.9	A_020889
CN201911188087.9	A_020890
CN201911193583.3	A_020891
CN201911195639.9	A_002913
CN2019112012W	A_000128
CN201911211331.9	A_020892
CN201911218131.6	A_000596
CN201911223845.6	A_020893
CN201911236923.6	A_000543
CN201911237806.1	A_000345
CN201911242937.9	A_020894
CN201911244292.2	A_020895
CN201911245318.5	A_000292
CN201911246879.7	A_015648
CN2019112472W	A_000128
CN2019112472W	A_000129
CN201911249399.6	A_000636
CN201911249957.9	A_020896
CN201911250399.8	A_001183
CN201911251231.9	A_003875
CN201911251231.9	A_000384
CN201911251292.5	A_001304
CN201911251292.5	A_020897
CN201911251292.5	A_001305
CN201911255889.7	A_020734
CN201911258328.2	A_020896
CN201911261163.4	A_020896
CN201911262011.6	A_000223
CN201911273395.1	A_020898
CN201911275864.3	A_020719
CN201911278596.0	A_010122
CN201911289421.X	A_020899
CN201911296716.X	A_000828
CN201911296716.X	A_020900
CN201911299550.7	A_000292
CN201911300756.7	A_000543
CN201911303656.X	A_020901
CN201911304441.X	A_001139
CN201911309557.2	A_001455
CN201911311109.6	A_020902
CN201911318745.1	A_020903
CN201911319821.0	A_020904
CN201911320004.7	A_020905
CN201911321609.8	A_020906
CN201911326992.6	A_020896
CN201911330655.4	A_020859
CN201911330753.8	A_020859
CN201911337677.3	A_020896
CN201911338879.X	A_000315
CN201911338879.X	A_001634
CN201911349822.X	A_020723
CN201911357463.2	A_001136
CN201911358086.4	A_020896
CN201911360210.0	A_020907
CN201911360380.9	A_000923
CN201911369146.2	A_015592
CN201911372187.7	A_020908
CN201911377917.2	A_020896
CN201911378116.8	A_003729
CN201911378277.7	A_000636
CN201911380375.4	A_020767
CN201911382798.X	A_020767
CN201911382956.1	A_000543
CN201911395066.4	A_000901
CN201911396401.2	A_001137
CN201911396401.2	A_001138
CN201911400504.1	A_020909
CN201911409162.X	A_002942
CN201911420099.X	A_000299
CN2019114713W	A_000128
CN2019124580W	A_000128
CN2019124580W	A_000129
CN2019126040W	A_000226
CN2019127052W	A_020910
CN2019127659W	A_000128
CN2019129324W	A_020726
CN2019130962W	A_000128
CN201920050600.7	A_020911
CN201920402793.8	A_000304
CN201920484304.8	A_020808
CN201920592023.4	A_020912
CN201920791415.3	A_020913
CN201920821228.5	A_020914
CN201920860856.4	A_004161
CN201920860856.4	A_011188
CN201920945315.1	A_020915
CN201921083289.2	A_000810
CN201921313558.X	A_020852
CN201921886251.9	A_000477
CN201921894436.4	A_020916
CN201921989191.3	A_020917
CN201922019715.2	A_020918
CN201922123884.0	A_000614
CN201980000865.9	A_020726
CN201980003627.3	A_020919
CN201980004932.4	A_020659
CN201980005222.3	A_000128
CN201980005403.6	A_014498
CN201980005550.3	A_000128
CN201980008957.1	A_014498
CN201980009520.X	A_000128
CN201980011724.7	A_020920
CN201980016415.9	A_014498
CN201980019304.3	A_020921
CN201980024756.0	A_000910
CN201980028957.8	A_000910
CN201980029897.1	A_020922
CN201980030364.5	A_000128
CN201980033189.5	A_000128
CN201980033554.2	A_000128
CN201980033604.7	A_014498
CN201980038392.1	A_000128
CN201980039061.X	A_000128
CN201980039701.7	A_000128
CN201980040485.8	A_020923
CN201980043994.6	A_020767
CN201980045708.X	A_008941
CN201980047034.7	A_020924
CN201980048144.5	A_000260
CN201980050918.8	A_001519
CN201980054722.6	A_020925
CN201980056822.2	A_020920
CN201980059539.5	A_000910
CN201980064013.6	A_000260
CN201980065673.6	A_020926
CN201980068079.2	A_012652
CN201980068824.3	A_020927
CN201980070070.5	A_012652
CN201980070460.2	A_020928
CN201980072234.8	A_020929
CN201980075111.X	A_020930
CN201980076419.6	A_020928
CN201980078393.9	A_020931
CN201980080545.9	A_020932
CN201980081195.8	A_000910
CN201980083138.3	A_000910
CN201980085815.5	A_020715
CN201980086899.4	A_020933
CN201980086986.X	A_020934
CN201980092470.6	A_020935
CN201980092470.6	A_020936
CN201980092973.3	A_020937
CN2020071822W	A_000128
CN2020071857W	A_000128
CN2020073417W	A_020572
CN2020073652W	A_020726
CN2020073652W	A_020572
CN2020073656W	A_000128
CN2020077481W	A_020752
CN2020077481W	A_020753
CN2020078629W	A_000226
CN2020078629W	A_000492
CN2020080640W	A_020723
CN2020081223W	A_020938
CN2020082831W	A_020723
CN2020087591W	A_000128
CN2020087591W	A_000129
CN2020092645W	A_000226
CN2020092645W	A_000492
CN2020094381W	A_010153
CN2020098181W	A_000128
CN2020098181W	A_000129
CN202010000373.4	A_000304
CN202010000879.5	A_000182
CN202010003211.6	A_000384
CN202010003211.6	A_020881
CN202010003211.6	A_001750
CN202010009028.7	A_000636
CN202010012511.0	A_001676
CN202010018459.X	A_001676
CN202010019423.3	A_020939
CN202010022388.0	A_020940
CN202010022564.0	A_000514
CN202010022985.3	A_000947
CN202010025820.1	A_020941
CN202010028260.5	A_020883
CN202010031198.5	A_004153
CN202010031878.7	A_000134
CN202010032544.1	A_001668
CN202010032544.1	A_020942
CN202010032544.1	A_020943
CN202010032544.1	A_020944
CN202010043670.7	A_020752
CN202010043670.7	A_000947
CN202010051099.3	A_020945
CN202010054020.2	A_004721
CN202010055258.7	A_000304
CN202010060853.X	A_020946
CN202010062264.5	A_003744
CN202010066954.8	A_000139
CN202010077029.5	A_020859
CN202010082108.5	A_020947
CN202010084820.9	A_020752
CN202010088743.4	A_003267
CN202010088859.8	A_020863
CN202010091091.X	A_008913
CN202010091091.X	A_000384
CN202010091091.X	A_020948
CN202010091834.3	A_013764
CN202010091834.3	A_013765
CN202010101115.5	A_001455
CN202010102248.4	A_020752
CN202010107027.6	A_000308
CN202010107342.9	A_020752
CN202010113357.6	A_000756
CN202010114364.8	A_020949
CN202010117318.3	A_000636
CN202010120410.5	A_000139
CN202010121676.1	A_010161
CN202010125469.3	A_020950
CN202010125469.3	A_000134
CN202010126905.9	A_020685
CN202010126965.0	A_003267
CN202010126965.0	A_000778
CN202010128968.8	A_020896
CN202010129042.0	A_012739
CN202010129553.2	A_020752
CN202010129553.2	A_000609
