PatentID	KeywordID
US202318208061A	K_374188
US202318173531A	K_771042
US202018025802A	K_448906
US202217824112A	K_234362
CN202180029125.5	K_414126
US202117205730A	K_756091
US202217652720A	K_437002
US202118254317A	K_761887
US202017437650A	K_710224
US202318862485A	K_327952
US202318866212A	K_282541
US202117798967A	K_264245
US202318525017A	K_086033
CN201910347608.4	K_709093
CN201910525161.5	K_707970
CN201810804982.8	K_411860
US202218065097A	K_400566
US202117919083A	K_364504
US202218146916A	K_000162
AU2020264882A	K_104064
EP20737696A	K_710195
CN201980102768.0	K_708777
US202117226732A	K_114548
US202117927016A	K_271714
US202017607865A	K_006535
CN202210658331.9	K_039374
US202217740812A	K_436544
US202218547131A	K_732991
CN202080062287.4	K_509609
IN201927006452	K_181099
EP21802888A	K_500694
US202117644218A	K_714194
US201815957887A	K_105494
JP2024510335A	K_467330
CN202410290078.5	K_502232
US202117536128A	K_759636
EP23870174A	K_431937
CN202380093264.3	K_304899
EP21803569A	K_369407
US202318478044A	K_403655
EP20884146A	K_364504
EP23852888A	K_715005
US202318877513A	K_370591
CN202080102534.9	K_403270
CN202380030718.2	K_333434
JP2023199912A	K_038537
US202218568210A	K_508439
CN202080059445.0	K_706646
US202117921031A	K_407988
US202117303559A	K_110140
EP21720638A	K_366994
US202016889558A	K_000383
CN202180005734.7	K_347143
US202218858276A	K_770107
EP21735467A	K_388815
US202118033182A	K_399907
EP21707495A	K_719700
EP21209347A	K_081348
CN2022135052W	K_335153
US202118254455A	K_108199
US202017918477A	K_741354
EP20830455A	K_000227
US202318859366A	K_708812
US202117248714A	K_105101
US202318386836A	K_527527
US202218708122A	K_434490
CN201880013045.9	K_445427
IN201927017143	K_000162
US202117363943A	K_358813
EP21799154A	K_391145
US201916660728A	K_373547
US202318177665A	K_000821
US201916267970A	K_710375
CN202310869217.5	K_107394
US202218713414A	K_001132
US202218858606A	K_720292
US202016790467A	K_706505
JP2023539344A	K_739702
US201916247187A	K_708248
CN202080091126.8	K_711457
US202318465937A	K_630870
EP23907761A	K_734516
US202218287436A	K_714162
US202117919408A	K_257213
US201917756293A	K_718259
EP19715694A	K_728295
US202318729029A	K_733194
US202118684493A	K_448525
US201916413734A	K_685496
US202017596768A	K_475797
US202118004483A	K_496988
US202217929640A	K_727561
US201815887665A	K_430267
KR20220121328A	K_726630
US202017420985A	K_109281
KR20257022847A	K_364751
US201916555207A	K_000143
EP20925710A	K_372968
US202218547131A	K_726504
CN202180016145.9	K_112888
CN202310945734.6	K_723741
US202318853615A	K_087906
CN202111270325.8	K_717716
US202117797092A	K_760273
EP22197763A	K_731464
JP2023542639A	K_414762
US201916264498A	K_339753
US202117645169A	K_724674
EP19769531A	K_331773
CN202311751116.4	K_614776
US202017009157A	K_333427
CN202380080942.2	K_449830
US202117174701A	K_000001
JP2022539912A	K_110124
JP2021511770A	K_718903
EP20723042A	K_729253
US202217932910A	K_750931
US202117178023A	K_001903
CN202080060351.5	K_711503
JP2021511770A	K_082350
US202217711776A	K_115456
JP2019167393A	K_322819
US202318860112A	K_373547
CN202180027869.3	K_373509
CN202310161225.4	K_388815
CN202010428589.0	K_507436
US202318311932A	K_715820
CN201910506056.7	K_332527
CN202180010628.8	K_379778
EP23920832A	K_382006
EP23917226A	K_645663
EP19722006A	K_400802
US201917596360A	K_706891
CN2022135088W	K_364452
JP2024506739A	K_090400
CN202111490609.8	K_108110
CN201980036139.2	K_710641
US202017289366A	K_327948
US202218700090A	K_114546
CN202111276264.6	K_591455
US201916370437A	K_397806
US201916555492A	K_140068
US202217878216A	K_714861
US202218716714A	K_639428
CN202310281058.7	K_707661
CN202210646668.8	K_130921
US202117164606A	K_405221
JP2024506739A	K_015801
CN202210211027.X	K_708058
US202217869436A	K_765589
US202118696099A	K_762785
US202318189198A	K_710613
CN202180047170.3	K_090571
US201917756293A	K_712087
US202218550204A	K_759991
KR20227031682A	K_733866
JP2022576923A	K_712667
US202318509337A	K_719968
CN202080008461.7	K_119953
CN202510843002.5	K_715381
US202218682492A	K_167679
US202016900572A	K_412466
CN202210933680.7	K_442830
JP2022548945A	K_713796
US202217844582A	K_373555
EP22928303A	K_707179
EP23919803A	K_192615
US202016900157A	K_710185
US202217939200A	K_333427
CN202410159961.0	K_709762
US201917283212A	K_604498
US201916677573A	K_109491
CN202310138223.3	K_046064
US201916684252A	K_001319
CN202080031865.8	K_708386
CN202080098263.4	K_715427
CN201980040866.6	K_710692
JP2023520603A	K_000281
CN202310231435.6	K_721270
US202218059827A	K_097229
US202217717788A	K_373546
US202318398473A	K_379971
CN202310354236.4	K_717829
CN202080096556.9	K_385936
US202016984049A	K_000769
JP2025525107A	K_615460
CN202080095664.4	K_509788
CN202080050481.0	K_714286
CN201910762324.1	K_182382
US201815874795A	K_109678
US202017033719A	K_114015
JP2019558706A	K_392855
KR20220117890A	K_714189
CN202180045085.3	K_395316
DE112018003225T	K_000891
US202118011481A	K_723178
CN202511055636.0	K_726921
CN202080014518.4	K_713796
US202217714889A	K_007024
CN201980054395.4	K_088418
CN202311088783.9	K_334209
US202117200231A	K_613282
CN201980042257.4	K_373585
EP18929059A	K_719342
EP19709340A	K_392312
KR20227001712A	K_000162
US202117325330A	K_209793
CN202210054782.1	K_213950
JP2022575049A	K_708762
US202117561897A	K_503960
US202318174435A	K_407543
JP2021092593A	K_737782
US202017104741A	K_724017
EP23886406A	K_712086
CN201880015799.8	K_102939
US201917632778A	K_001465
US201916654708A	K_748498
US202017115289A	K_050850
EP19722721A	K_728376
US202217989868A	K_741354
US202016732867A	K_099732
US202017764014A	K_388817
US202117923603A	K_733337
KR20257003028A	K_132333
CN202080100402.2	K_710189
US202017754228A	K_024590
US202218706162A	K_415688
US202017114024A	K_433379
EP18853552A	K_138447
KR20227027520A	K_157341
EP22900379A	K_732465
US202217971499A	K_706826
JP2025518497A	K_722774
CN202110903827.3	K_379973
CN201810643646.X	K_000046
US202017121705A	K_000971
US202017442174A	K_316142
US201917421040A	K_359652
US202017610269A	K_473194
TW109120350A	K_744163
IN202027005699	K_736536
US202018017272A	K_000769
EP18758791A	K_727360
US202017755764A	K_431897
CN202510983523.0	K_708127
US202218561532A	K_710362
US202017114289A	K_708124
EP20780810A	K_545384
US202218052617A	K_728702
CN201980087650.5	K_365591
JP2018179928A	K_000418
EP20747547A	K_366732
US201917289013A	K_715578
US202017420058A	K_753093
US202118033182A	K_737312
US202016864549A	K_751301
US201916242346A	K_000562
US201815886785A	K_124741
US201816610963A	K_730901
US202217963021A	K_157798
JP2023502800A	K_713124
CN202010432175.5	K_712109
CN202180002218.9	K_400802
CN202311792859.6	K_707848
US202016842325A	K_718383
US202318497841A	K_771071
EP22832099A	K_708509
CN202080056565.5	K_714508
US202017634530A	K_373333
US202118571982A	K_057763
US202117541955A	K_029449
EP23853075A	K_373549
CN202211356771.5	K_373541
US202218707028A	K_754286
US202218276522A	K_745047
CN202111437064.4	K_001903
JP2023500508A	K_081586
US201916576338A	K_286739
GB202305837A	K_001176
CN202080083288.7	K_711468
CN202080042717.6	K_424226
EP23920831A	K_132470
CN202380074160.8	K_397575
US202017796046A	K_119953
US202318469245A	K_313515
US201916658762A	K_435825
US202017017324A	K_711543
EP21721370A	K_715899
CN202080000542.2	K_713157
US201917620909A	K_711398
US201815964851A	K_373098
US202318718651A	K_751888
AU2020267110A	K_706661
CN202080102098.5	K_116507
US202218288509A	K_467331
US202017601165A	K_339415
KR20220178092A	K_086385
CN202180000950.2	K_718165
CN202110572664.5	K_448317
US202318363935A	K_754768
JP2023537873A	K_739678
CN202080094321.6	K_440484
US202117452501A	K_373647
JP2020163304A	K_255858
US202218697718A	K_733214
CN202010737059.4	K_004526
US202318158506A	K_680582
US202318846853A	K_706831
US202017289366A	K_752939
US202117362737A	K_405009
US202118260900A	K_753330
US202117801437A	K_373473
US202117553918A	K_430102
US202218702956A	K_066177
US201816121228A	K_710061
US201816046260A	K_373810
US202117386949A	K_001317
EP23826391A	K_733156
KR20227038290A	K_733214
CN201980000989.7	K_058908
KR20257001278A	K_728288
US202118691010A	K_346992
EP21727976A	K_433969
JP2022541886A	K_005339
US202017594831A	K_000769
KR20247042050A	K_520901
EP22306355A	K_334944
EP22756559A	K_431898
US202218286402A	K_450832
CN202410291817.2	K_724071
US202217654649A	K_706626
US202318725693A	K_614752
CN202180018997.1	K_397576
US202318849154A	K_223832
US202218290970A	K_724432
KR20227038290A	K_411631
US202017759578A	K_709426
US202217820853A	K_724288
EP21876038A	K_731194
CN201980024916.1	K_145367
US202017756144A	K_727202
US201916537667A	K_090592
US202217984774A	K_114548
EP23897522A	K_467331
US202118269397A	K_475799
US202017032391A	K_334436
CN201811000613.X	K_097182
US201816206715A	K_711251
US202217929899A	K_628850
CN201980098349.4	K_711421
EP22203270A	K_373547
EP23161311A	K_500694
US202016736212A	K_041184
JP2019558706A	K_105101
US202318728542A	K_104031
US202118554966A	K_716126
US202117148092A	K_468583
EP20943593A	K_614752
CN202080028376.7	K_370762
KR20207002986A	K_414283
US202217821388A	K_369105
US202117305924A	K_397576
CN202080099175.6	K_608847
US202017617185A	K_475797
CN202380077089.9	K_142393
US202117447036A	K_715350
CN202010914855.0	K_709722
CN202080000142.1	K_610274
CN202080107029.3	K_406712
CN201980040383.6	K_373581
US202018025977A	K_002997
CN202010213999.3	K_049276
US201917280513A	K_714471
CN202310124030.2	K_722829
CN202080104760.0	K_716107
US201816120628A	K_004535
US202118040576A	K_731117
CN2023119099W	K_682122
US202118031528A	K_761540
US202016900572A	K_417944
JP2021511184A	K_064376
US202218876857A	K_392992
KR20200151084A	K_137964
US202017758240A	K_379971
JP2024563579A	K_738327
US202117451080A	K_707921
US202217962058A	K_370974
CN202280098793.8	K_439468
US202117454559A	K_000162
CN202080000149.3	K_608846
CN202411591018.3	K_718521
US201917754264A	K_750319
CN202080106812.8	K_708776
CN202310316682.6	K_005376
CN202080106398.0	K_715227
US201916677460A	K_140138
CN2023119099W	K_159797
US202218553919A	K_753414
US201916593916A	K_025568
US202118261658A	K_138118
KR20247039727A	K_001500
US202218874546A	K_727817
CN202180002218.9	K_717625
CN202210940835.X	K_395259
US202117444426A	K_369776
US202218696056A	K_723462
US202118254317A	K_448753
US202117645262A	K_336309
CN202080106812.8	K_365203
US202117400975A	K_006669
CN202080007635.8	K_000418
KR20237039645A	K_090635
US202318218068A	K_001500
CN202080107029.3	K_708750
CN202180068753.4	K_378312
CN202380077089.9	K_712090
US202117371070A	K_709394
JP2020517870A	K_084493
US202016861045A	K_638552
US202017771765A	K_000069
US202117645590A	K_730905
US202117240314A	K_381723
CN201980030702.5	K_710448
US202117303797A	K_373561
EP18154899A	K_393931
CN201980094957.8	K_711299
US201917267726A	K_726496
US201917283205A	K_382864
CN202080103218.3	K_715964
US202117384941A	K_000419
US202017594197A	K_365275
US202017758251A	K_714709
US201816045406A	K_727292
EP21731254A	K_000512
EP18910151A	K_003222
CN202080030279.1	K_322312
US202318504529A	K_707111
EP22928303A	K_718179
IL26504219A	K_094067
US202217818590A	K_402962
US202117469771A	K_732940
US201917293524A	K_105272
CN202310335550.8	K_372877
US202118021550A	K_018689
US202017090357A	K_726490
CN202410317738.4	K_725566
US202018013869A	K_722080
CN202080064356.5	K_714799
AU2020289841A	K_102512
CN202510962464.9	K_016209
US201816954369A	K_092438
EP22860294A	K_150662
EP18743703A	K_727480
CN202080000986.6	K_406635
US202318726839A	K_713570
KR20227027347A	K_725522
US202318176032A	K_711251
JP2025505960A	K_114546
CN201880055578.3	K_708429
US202217841505A	K_708211
US202217697127A	K_385946
EP23850507A	K_373462
US202118004839A	K_085659
EP22968277A	K_420713
US202016732867A	K_086951
CN202210609813.5	K_443961
US201916546014A	K_345161
US202018019261A	K_739349
JP2022519571A	K_708128
CN2022116911W	K_719992
US202318368573A	K_772596
US201917282345A	K_707235
JP2020082158A	K_284039
US202218876857A	K_523154
CN201910548402.8	K_502237
US202017020337A	K_207729
CN202280001454.3	K_366458
EP25215766A	K_107080
CN201911204785.3	K_024278
CN202310349754.7	K_002997
US202017641077A	K_000162
JP2023536300A	K_057808
US202318312271A	K_771913
JP2023543903A	K_020929
US202017790504A	K_715918
CN202080000906.7	K_713210
JP2023524653A	K_717259
US202017628183A	K_511007
US201917753621A	K_727844
CN201910785975.2	K_709710
KR20227023296A	K_108110
US202218870970A	K_034236
EP18934584A	K_716292
US202318841771A	K_000452
JP2024507936A	K_706505
CN202010169525.3	K_090395
EP21748994A	K_708504
US202117206290A	K_117182
US201917432869A	K_717177
US202117411008A	K_724094
JP2023557886A	K_708832
US202118026855A	K_305748
US202117171915A	K_106670
EP20889305A	K_707177
US202117907942A	K_158188
US202217809689A	K_739906
US202217945117A	K_613955
JP2024525447A	K_716291
KR20247027774A	K_305093
CN202380059012.9	K_719383
NL2029044A	K_367439
JP2024515688A	K_740178
US202017594847A	K_715919
CN202111153042.5	K_039376
EP21749748A	K_001500
CN202080010994.9	K_713735
US201917634911A	K_750253
US202117501235A	K_759419
US202318335814A	K_429720
US202117498601A	K_034001
EP23853086A	K_087906
US202018248350A	K_722246
US202118021550A	K_257213
US202117646567A	K_706891
US202217814197A	K_511192
US202318538954A	K_411858
KR20227042381A	K_742275
CN202011035121.1	K_502493
US202017766690A	K_416972
US202318336664A	K_001883
EP21727699A	K_001672
CN202080033385.5	K_714097
KR20227008616A	K_132378
US202318368573A	K_709689
CN202180000949.X	K_714044
US202118288936A	K_000769
BR112019026254A	K_379971
CN201980102908.4	K_445427
US202118272245A	K_720292
CN202110043141.1	K_004683
US202118017559A	K_373473
US201916361818A	K_708750
US202318323807A	K_772110
US201815878160A	K_379510
US201916451564A	K_029227
US202218697250A	K_741764
US201917291720A	K_736237
US202017129659A	K_000069
US201917046586A	K_509742
US202218708841A	K_119953
US202217669801A	K_713862
EP18794839A	K_000162
US202117924828A	K_413911
EP19704083A	K_330651
CN202080071246.1	K_136814
US202318881656A	K_181921
US202118548960A	K_019998
CN202310800556.8	K_324225
US201917631237A	K_384992
EP23873177A	K_709364
TW107136868A	K_003271
GB202118187A	K_706528
EP21816563A	K_720601
EP20716985A	K_449434
US202117645167A	K_449247
EP23848923A	K_733290
CN202311292169.4	K_112770
US202118038166A	K_133958
US202117371029A	K_724786
CN202080058393.5	K_714639
US202318472476A	K_157341
CN202080104830.2	K_716162
CN202180019857.6	K_406712
EP23873179A	K_733837
US202017060963A	K_001092
CN202080089808.5	K_714845
US201916437057A	K_441840
CN202310154878.X	K_723024
US202217978408A	K_405009
CN202180032178.2	K_305761
EP21873001A	K_142803
CN202080059338.8	K_500694
US202017267310A	K_108330
EP20772855A	K_729574
CN201910584572.1	K_709409
US202017779321A	K_193355
US201917278184A	K_749565
US202017640066A	K_510618
CN202280054216.9	K_710613
US202218692047A	K_769054
CN202380071563.7	K_382822
CN201980027889.3	K_395574
US202217588214A	K_729746
US202017775252A	K_730934
US202017615003A	K_000769
US202218727894A	K_673241
EP21710766A	K_730417
US201917254842A	K_706869
CN201910064942.9	K_708889
US201916421253A	K_081388
CN2018095989W	K_707239
CN202010094088.3	K_435608
US201816009192A	K_196960
JP2022539912A	K_371865
EP19750238A	K_080227
JP2023520603A	K_046790
US202318490407A	K_404726
US202117148092A	K_709025
US202118292163A	K_000227
US202017127026A	K_370211
CN202410289232.7	K_083567
US202018041925A	K_715575
CN201980057106.6	K_708097
US202117319001A	K_706830
US202118558518A	K_682127
EP21755333A	K_707179
US201916247187A	K_373546
CN202210200249.1	K_036312
US202117438274A	K_758057
US202318355422A	K_105101
US202117449708A	K_601302
CN202511181876.5	K_726989
US202017247204A	K_369303
US202318182885A	K_046018
US202017594831A	K_287383
CN202410004325.0	K_367844
US202018009199A	K_713280
US202318391717A	K_363956
JP2021562240A	K_738290
CN202210723115.8	K_414153
EP23209380A	K_732781
CN202080102325.4	K_371866
US201917258700A	K_101752
US202117999264A	K_001672
US201917769109A	K_715439
EP20915298A	K_371865
CN202211500042.2	K_420713
US202017104741A	K_752686
EP20718105A	K_429652
CN201911044660.9	K_416324
JP2022548841A	K_089707
US202319121001A	K_403661
US202217672136A	K_138448
US202117455505A	K_710511
KR20227015157A	K_511007
CN201880097550.6	K_708760
CN2022089851W	K_085659
CN202180054162.1	K_373519
US202117308981A	K_373098
CN202310125183.9	K_312741
US202118247688A	K_102320
CN202180007654.5	K_713685
CN202380055959.2	K_706828
US202218856296A	K_708602
CN202011592580.X	K_503994
EP21167343A	K_085300
US202017912744A	K_345232
EP23885423A	K_699346
EP21731034A	K_730677
CN201880021012.9	K_142061
KR20247042375A	K_382822
EP22777464A	K_710417
US202017593237A	K_166002
US202016941294A	K_714832
EP18807807A	K_307849
EP21799154A	K_711079
JP2021520989A	K_384219
US202017104289A	K_634356
US202017297340A	K_752955
CN202380031030.6	K_724205
US201816469434A	K_401342
AU2020264882A	K_706646
JP2023510162A	K_379778
US202218860384A	K_395574
TW107136868A	K_744126
EP23867365A	K_713418
US202318372431A	K_375875
US202117231266A	K_750766
EP18811106A	K_039349
US201917753621A	K_008731
EP20802766A	K_503566
EP24205688A	K_735320
CN202110310760.2	K_140929
CN202380086022.1	K_431881
US202017437650A	K_449346
CN202080106267.2	K_716352
US202117378452A	K_458922
EP23915349A	K_311975
US202318524176A	K_397576
CN202310171475.6	K_723108
CN202010266769.3	K_330551
US202017905916A	K_467331
EP22739802A	K_373549
US201816121228A	K_726110
JP2021511770A	K_737885
EP23880218A	K_733951
EP22763613A	K_731937
KR20217003221A	K_418235
CN202210773540.8	K_721048
US202318452762A	K_499065
CN202210373872.7	K_607708
US202217852720A	K_431557
US202017796171A	K_727776
US201816015177A	K_103100
US202318729029A	K_711057
CN202010390719.6	K_009665
US201917274747A	K_716139
US202217651165A	K_718666
US202218578983A	K_449921
US201917282819A	K_728984
US202318504166A	K_038533
US202217929640A	K_359643
IN201927005861	K_374086
US201916245108A	K_384915
US202218707546A	K_449830
US202318099248A	K_707127
US202017090258A	K_384992
CN202010280741.5	K_257213
US201916583701A	K_748406
US202118573269A	K_752196
CN202380085128.X	K_708590
EP24207352A	K_092438
CN202310104412.9	K_002997
US202318217988A	K_000227
US202318175192A	K_001884
US201916570076A	K_735527
CN202080088898.6	K_715359
KR20227000384A	K_707042
US202017907088A	K_726128
CN201811189882.5	K_707290
US201816480016A	K_746074
EP22887735A	K_257213
US201917044770A	K_749047
US201916664708A	K_439100
EP23863469A	K_730927
KR20190099397A	K_375385
CN202280020109.4	K_000418
CN202080068548.3	K_503566
JP2022521843A	K_294242
CN202310405680.4	K_498297
US202218697250A	K_451028
EP20830455A	K_001500
KR20207027048A	K_067430
US202117919442A	K_309322
US202218064806A	K_364941
US202218262166A	K_709605
KR20257030806A	K_434999
EP22781672A	K_346766
KR20257003028A	K_364504
CN202510498835.2	K_723178
JP2020173299A	K_101413
CN201910100893.X	K_051470
CN201980000944.X	K_706658
EP23915349A	K_192760
US202017129659A	K_192342
EP19707153A	K_713753
US202016903266A	K_577258
US202318174435A	K_398941
US202117305779A	K_020073
US202118719209A	K_114546
CN202080071201.4	K_711457
CN202410272898.1	K_373541
US201815994187A	K_089411
US202017012005A	K_100169
KR20230018295A	K_159495
NL2030226A	K_363654
US201917431093A	K_710517
CN202310272254.8	K_706644
US202117191184A	K_106238
CN202380062582.3	K_082403
CN201980048838.9	K_374350
US202318398918A	K_021952
US202017060332A	K_432582
US202218724019A	K_001500
US201816121228A	K_711164
US202217737986A	K_087888
US202118000213A	K_711001
EP21728765A	K_710448
CN202110129420.X	K_005753
US202217572290A	K_335905
CN202080066760.6	K_364937
US202118694679A	K_714088
EP21707495A	K_730386
KR2022016327W	K_424159
US202217883465A	K_723178
EP23922364A	K_192761
US202118020877A	K_435213
US202217929640A	K_142040
EP19726239A	K_728393
US202017796046A	K_754704
US202117301798A	K_756604
US202217734854A	K_000366
EP22736797A	K_718142
KR20257004283A	K_438980
US201815933003A	K_373392
EP20703355A	K_729141
US201916522350A	K_450743
CN202410554830.2	K_374086
CN202380090993.3	K_714265
AU2022275067A	K_408116
EP21200096A	K_708681
US202017629595A	K_140598
EP23886230A	K_356416
CN202080036447.8	K_373634
US202318856488A	K_601300
CN201810413821.6	K_104488
US201916540948A	K_001797
US201917756293A	K_600698
JP2022016270A	K_374302
EP18836699A	K_727839
US202016943306A	K_160959
CN202410977764.X	K_000227
GB202313746A	K_020096
US202218836625A	K_364504
EP21702806A	K_393337
US202218059769A	K_767016
EP19194542A	K_001853
US201917762598A	K_712823
US202218861357A	K_728927
EP23862353A	K_733622
US201917286955A	K_166002
CN201980013287.2	K_710289
US201816755977A	K_131706
US202118547272A	K_492172
US202218874582A	K_735737
CN201810151871.1	K_707317
CN202380030678.1	K_708113
JP2025516980A	K_407988
EP22781497A	K_431882
CN202410526159.0	K_448486
EP20757470A	K_371866
JP2022538542A	K_378507
CN202380081460.9	K_711506
US202017780610A	K_707106
JP2023545003A	K_725940
US202118723303A	K_115135
US202217714889A	K_346511
CN201980101402.1	K_503722
EP22732687A	K_707322
CN202280095158.4	K_710362
EP23204349A	K_732761
US202117447666A	K_416977
CN202510187063.0	K_708113
CN202510139526.6	K_503291
US202217903776A	K_373591
US202117325330A	K_721151
EP22880129A	K_728288
KR20257006827A	K_333427
CN202180019748.4	K_001491
US202117758737A	K_760135
US202318850949A	K_735426
US202016860586A	K_751268
US201816487411A	K_025308
US201815975399A	K_392855
ES19746219T	K_735687
US202217717788A	K_764354
US202118000213A	K_760153
US201816222365A	K_187374
US202218579789A	K_459521
EP23870587A	K_733763
US202118035490A	K_707023
US202118042627A	K_020096
US202318174435A	K_403054
US201816050446A	K_197616
US202318217489A	K_025942
US202218839437A	K_706646
US201917605165A	K_726688
US202017442935A	K_385946
EP21959431A	K_406712
US202117444028A	K_369005
US201916451564A	K_016209
EP22806812A	K_325539
JP2024505583A	K_737431
EP19748632A	K_264250
US202318240375A	K_346497
CN201920351728.7	K_004625
EP20926716A	K_395574
US201816618213A	K_002114
JP2023578291A	K_722617
US201916385776A	K_391052
CN201810963381.1	K_033707
US202318862122A	K_001479
JP2018172581A	K_310957
US202118574552A	K_132255
CN2023083175W	K_373389
US202318513701A	K_737531
US202318729029A	K_713221
EP22852276A	K_365056
US202217733727A	K_682115
US202218701521A	K_000769
US202218261230A	K_767355
US202118249789A	K_330891
US202217817214A	K_435523
US202218841782A	K_104031
US201917267670A	K_090400
US202117303078A	K_753044
CN201810804982.8	K_367393
CN202210704831.1	K_710689
BR112019018891A	K_250321
CN202180074459.4	K_445427
CN202080066760.6	K_714859
EP19755783A	K_132343
KR20257015031A	K_002085
US202118004779A	K_719523
US202218703094A	K_769291
US202018009199A	K_706787
US202218064165A	K_163988
CN202080059445.0	K_706644
EP20782739A	K_373546
US202117491048A	K_140499
US202217650276A	K_001903
CN202180030541.7	K_710362
US202017629746A	K_753793
US202217567550A	K_467332
JP2021541790A	K_738206
US202318860387A	K_438780
US202017633730A	K_001500
US202318994492A	K_754282
US202318158881A	K_378507
US202017593237A	K_713772
US202017759578A	K_714019
US202117195374A	K_520901
JP2023566629A	K_403665
US201816217524A	K_073222
US202117447985A	K_726250
US201917266810A	K_001672
US202017616437A	K_403659
US202218696210A	K_396252
US202218690663A	K_503291
IN202137036714	K_368875
EP23758506A	K_000162
US202218692680A	K_769070
US202016860582A	K_000153
US201917596352A	K_001500
CN202080069524.X	K_257213
EP22910084A	K_713241
US202318841196A	K_743296
US202017796046A	K_754703
CN202080095065.2	K_501504
US202118003062A	K_000769
US202117645590A	K_755195
CN202210114229.2	K_720168
US202318303597A	K_164372
US202217675272A	K_764053
AU2020292220A	K_373098
CN201980065617.2	K_090400
US201815965008A	K_479224
US202118009707A	K_707042
CN2022088534W	K_509293
CN202010104552.2	K_133251
US202318168953A	K_715898
CN201810304081.2	K_000185
US202118260900A	K_085639
US202117541955A	K_003317
EP18881113A	K_082831
CN201980003684.1	K_373389
US202217653236A	K_763242
US202318192596A	K_084980
CN202511254617.0	K_724300
CN202211264452.1	K_720472
CN202011087792.2	K_367361
CN201980013307.6	K_710300
IN201927013539	K_736122
US202117562427A	K_716140
US201916516318A	K_003640
CN201880099809.0	K_708819
KR20200151084A	K_720629
US202117398908A	K_421142
JP2023546687A	K_406701
US202318854366A	K_720156
US202217880895A	K_019998
US202318141626A	K_467330
CN202380053475.4	K_715919
US202118020035A	K_087043
CN201910588296.6	K_000899
EP20205414A	K_001166
CN202410653850.5	K_725736
CN202080001536.9	K_001500
IN201947039953	K_132255
CN202510839567.6	K_712397
EP18707697A	K_326579
US202217959114A	K_715428
US201816045795A	K_235965
EP22920285A	K_257213
US202017634800A	K_205889
EP21719370A	K_315223
