PatentID	AssigneeID
CN201980040866.6	A_000260
CN201980042257.4	A_000910
CN201980042801.5	A_000910
CN201980043168.1	A_000910
CN201980045573.7	A_021174
CN201980047949.8	A_000910
CN201980047961.9	A_000910
CN201980048141.1	A_035875
CN201980048320.5	A_000910
CN201980048838.9	A_000910
CN201980049114.6	A_000910
CN201980049437.5	A_000910
CN201980050437.7	A_000910
CN201980050497.9	A_021174
CN201980051560.0	A_000910
CN201980052110.3	A_000910
CN201980052265.7	A_020920
CN201980052531.6	A_000910
CN201980052574.4	A_021174
CN201980052576.3	A_021174
CN201980052594.1	A_021174
CN201980053550.0	A_021174
CN201980054395.4	A_021170
CN201980054395.4	A_001519
CN201980055214.X	A_000910
CN201980057106.6	A_035875
CN201980058086.4	A_035894
CN201980059022.6	A_000910
CN201980061015.X	A_020920
CN201980061156.1	A_021174
CN201980061587.8	A_001519
CN201980063122.6	A_030103
CN201980063448.9	A_000910
CN201980063710.X	A_035875
CN201980064226.9	A_000910
CN201980064682.3	A_000910
CN201980065166.2	A_000260
CN201980065617.2	A_002239
CN201980066293.4	A_021174
CN201980070799.2	A_000910
CN201980070853.3	A_000910
CN201980072096.3	A_000910
CN201980072291.6	A_002239
CN201980072846.7	A_000260
CN201980073275.9	A_000910
CN201980073947.6	A_035878
CN201980075231.X	A_000260
CN201980077373.X	A_000260
CN201980080007.X	A_035895
CN201980080992.4	A_000910
CN201980086898.X	A_000910
CN201980087635.0	A_002239
CN201980087650.5	A_000910
CN201980087680.6	A_000260
CN201980088027.1	A_000910
CN201980088764.1	A_035896
CN201980091331.1	A_035878
CN201980091492.0	A_035878
CN201980091685.6	A_035878
CN201980092431.6	A_035878
CN201980093377.7	A_035878
CN201980094174.X	A_000375
CN201980094402.3	A_035878
CN201980094427.3	A_000375
CN201980094745.X	A_020779
CN201980094745.X	A_020780
CN201980094846.7	A_020779
CN201980094846.7	A_020780
CN201980094957.8	A_020779
CN201980094957.8	A_020780
CN201980095966.9	A_021174
CN201980096136.8	A_035878
CN201980096302.4	A_020779
CN201980096302.4	A_020780
CN201980096392.7	A_035878
CN201980096536.9	A_012652
CN201980096591.8	A_012652
CN201980097112.4	A_035878
CN201980097181.5	A_021840
CN201980097319.1	A_035878
CN201980097644.8	A_035878
CN201980097662.6	A_029245
CN201980097780.7	A_035878
CN201980098249.1	A_020779
CN201980098249.1	A_020780
CN201980098349.4	A_035875
CN201980098504.2	A_035878
CN201980098680.6	A_020779
CN201980098680.6	A_020780
CN201980099066.1	A_000910
CN201980099221.X	A_035878
CN201980099256.3	A_035878
CN201980099258.2	A_035878
CN201980099319.5	A_000910
CN201980099332.0	A_020779
CN201980099332.0	A_020780
CN201980099933.1	A_035878
CN201980100272.X	A_035878
CN201980100329.6	A_035878
CN201980100408.7	A_012652
CN201980100564.3	A_035878
CN201980101005.4	A_035878
CN201980101204.5	A_035878
CN201980101347.6	A_035878
CN201980101402.1	A_035878
CN201980102016.4	A_012652
CN201980102094.4	A_000910
CN201980102568.5	A_035878
CN201980102664.X	A_035878
CN201980102768.0	A_035878
CN201980102908.4	A_035878
CN201980103028.9	A_000910
CN201980103532.9	A_020779
CN201980103532.9	A_020780
CN201980103545.6	A_035878
CN201980103562.X	A_035878
CN2020075340W	A_021162
CN2020075340W	A_009903
CN2020078310W	A_012652
CN2020078310W	A_005857
CN2020098261W	A_021162
CN202010006345.3	A_021429
CN202010011619.8	A_003085
CN202010037627.X	A_020859
CN202010067264.4	A_035873
CN202010069308.7	A_035870
CN202010071119.3	A_035873
CN202010071977.8	A_035897
CN202010074661.4	A_012652
CN202010077819.3	A_035870
CN202010079865.7	A_035870
CN202010088230.3	A_035870
CN202010094088.3	A_035870
CN202010100354.9	A_035870
CN202010104552.2	A_020762
CN202010106487.7	A_000260
CN202010132960.9	A_035898
CN2020101677W	A_021162
CN2020101677W	A_009903
CN202010168291.0	A_001099
CN202010169525.3	A_020773
CN2020101714W	A_012652
CN202010172166.7	A_012652
CN202010194613.9	A_020685
CN202010213990.2	A_000947
CN202010213999.3	A_000947
CN202010236450.6	A_035870
CN202010254433.5	A_012652
CN202010266769.3	A_035899
CN202010269360.7	A_000182
CN202010269360.7	A_035900
CN202010270106.9	A_025904
CN202010280741.5	A_012652
CN202010281665.X	A_012652
CN202010285905.3	A_021045
CN202010303817.1	A_000198
CN202010316994.3	A_035870
CN202010347037.7	A_035870
CN202010353642.5	A_035870
CN202010365865.3	A_012652
CN202010367303.2	A_020752
CN202010381374.8	A_000260
CN202010388538.X	A_000947
CN202010390719.6	A_000218
CN202010397271.0	A_001075
CN202010402163.8	A_000375
CN202010411608.9	A_000260
CN202010423207.5	A_035870
CN202010428589.0	A_035870
CN202010432175.5	A_012652
CN202010438404.4	A_035901
CN202010439839.0	A_000756
CN202010440126.6	A_000756
CN202010449694.2	A_021033
CN202010449694.2	A_013765
CN202010450683.6	A_035902
CN202010451719.2	A_012652
CN202010452906.2	A_021728
CN202010459290.1	A_002872
CN202010469106.1	A_021177
CN202010470761.9	A_012652
CN202010471392.5	A_000260
CN202010488600.2	A_012652
CN202010497947.3	A_035870
CN202010510635.1	A_003267
CN202010510635.1	A_000778
CN202010510635.1	A_035903
CN202010532526.X	A_035870
CN202010534345.0	A_000182
CN202010564602.5	A_035870
CN202010605477.8	A_012652
CN202010606082.X	A_012652
CN202010611458.6	A_021180
CN202010611458.6	A_000955
CN202010659147.7	A_000273
CN202010686444.0	A_035873
CN202010712537.6	A_012652
CN202010720036.2	A_035865
CN202010736835.9	A_004157
CN202010737059.4	A_035904
CN202010739383.X	A_035873
CN202010744942.6	A_020920
CN202010750882.9	A_012652
CN202010785355.1	A_012652
CN202010787192.0	A_012652
CN202010788005.0	A_020752
CN202010795006.8	A_026106
CN202010798009.7	A_000845
CN202010799466.8	A_012652
CN202010805410.9	A_035873
CN202010817054.2	A_012652
CN202010829279.X	A_001563
CN202010829279.X	A_000416
CN202010859119.X	A_020683
CN202010885350.6	A_025904
CN202010886476.5	A_025904
CN202010890128.5	A_012652
CN202010912396.2	A_012652
CN202010914855.0	A_035870
CN202010961558.1	A_000139
CN202010969261.X	A_035870
CN202010977941.6	A_035899
CN202010991491.6	A_035905
CN202010997275.2	A_000294
CN202011019990.5	A_002872
CN202011035121.1	A_035873
CN202011060724.7	A_020296
CN202011060724.7	A_004323
CN202011060724.7	A_001179
CN202011060724.7	A_000384
CN202011066491.1	A_012652
CN202011079226.7	A_002615
CN202011087792.2	A_000260
CN202011106681.1	A_012652
CN202011111242.X	A_000326
CN202011112273.7	A_012652
CN202011115120.8	A_012652
CN202011134046.4	A_000861
CN202011134432.3	A_012652
CN202011200059.7	A_012652
CN202011222991.X	A_035873
CN202011227239.4	A_012830
CN202011231197.1	A_012652
CN202011233895.5	A_020752
CN202011250162.2	A_035906
CN202011265702.4	A_021544
CN202011265702.4	A_020805
CN202011269132.6	A_020296
CN202011269132.6	A_004323
CN202011269132.6	A_001179
CN202011269132.6	A_000384
CN202011336017.6	A_035870
CN202011340572.6	A_012652
CN202011391208.2	A_000198
CN202011406139.8	A_004302
CN202011406220.6	A_000337
CN202011410138.0	A_000177
CN202011437956.X	A_030954
CN202011437956.X	A_020970
CN202011488574.X	A_002872
CN202011489630.1	A_000375
CN202011491353.8	A_013698
CN202011499840.9	A_012652
CN202011550295.1	A_029892
CN202011577013.7	A_000507
CN202011592580.X	A_035870
CN202011593876.3	A_001485
CN202011629404.9	A_020896
CN202080000117.3	A_021162
CN202080000142.1	A_021162
CN202080000149.3	A_021162
CN202080000246.2	A_021162
CN202080000274.4	A_021174
CN202080000276.3	A_021162
CN202080000351.6	A_021162
CN202080000363.9	A_021162
CN202080000497.0	A_021162
CN202080000542.2	A_021162
CN202080000632.1	A_021162
CN202080000741.3	A_021162
CN202080000794.5	A_021162
CN202080000825.7	A_021162
CN202080000845.4	A_021162
CN202080000906.7	A_021162
CN202080000915.6	A_021162
CN202080000970.5	A_021162
CN202080000986.6	A_021162
CN202080001092.9	A_021162
CN202080001114.1	A_021162
CN202080001154.6	A_021162
CN202080001159.9	A_021162
CN202080001160.1	A_021162
CN202080001257.2	A_021162
CN202080001272.7	A_021162
CN202080001441.7	A_021162
CN202080001471.8	A_021162
CN202080001532.0	A_021162
CN202080001536.9	A_021162
CN202080001640.8	A_021162
CN202080001641.2	A_021162
CN202080001643.1	A_021162
CN202080001802.8	A_021162
CN202080001803.2	A_021162
CN202080001889.9	A_021162
CN202080001992.3	A_021162
CN202080002246.6	A_021162
CN202080002250.2	A_021162
CN202080002293.0	A_021162
CN202080002332.7	A_021162
CN202080002415.6	A_021162
CN202080002424.5	A_021162
CN202080002430.0	A_021162
CN202080002738.5	A_021162
CN202080002751.0	A_021162
CN202080002767.1	A_021162
CN202080002837.3	A_021162
CN202080003415.8	A_021162
CN202080003437.4	A_021162
CN202080003569.7	A_021162
CN202080003603.0	A_021162
CN202080004000.2	A_021162
CN202080004191.2	A_021162
CN202080004197.X	A_021162
CN202080004378.2	A_021162
CN202080004762.2	A_021059
CN202080004984.4	A_012652
CN202080005026.9	A_012652
CN202080006090.9	A_000260
CN202080006386.0	A_000260
CN202080007571.1	A_020920
CN202080007635.8	A_008770
CN202080007680.3	A_020920
CN202080007729.5	A_000910
CN202080008023.0	A_000910
CN202080008461.7	A_000910
CN202080008789.9	A_012652
CN202080009868.1	A_021174
CN202080009981.X	A_000910
CN202080010157.6	A_000910
CN202080010252.6	A_020779
CN202080010252.6	A_020780
CN202080010994.9	A_020779
CN202080010994.9	A_020780
CN202080012845.6	A_000910
CN202080012974.5	A_000910
CN202080013076.1	A_000260
CN202080013298.3	A_000910
CN202080013815.7	A_000260
CN202080014518.4	A_000260
CN202080014559.3	A_000260
CN202080015772.6	A_021170
CN202080016235.3	A_020920
CN202080016981.2	A_035907
CN202080019746.0	A_000260
CN202080020322.6	A_000910
CN202080020609.9	A_021840
CN202080020833.8	A_000910
CN202080020914.8	A_020931
CN202080021436.2	A_000910
CN202080021720.X	A_035908
CN202080022198.7	A_000260
CN202080022887.8	A_002239
CN202080023072.1	A_000910
CN202080023164.X	A_000910
CN202080023272.7	A_000910
CN202080023630.4	A_000910
CN202080023696.3	A_000910
CN202080024925.3	A_035878
CN202080026659.8	A_000910
CN202080028376.7	A_000910
CN202080029945.X	A_000910
CN202080030279.1	A_021174
CN202080030920.1	A_020779
CN202080030920.1	A_020780
CN202080031493.9	A_000910
CN202080031781.4	A_000910
CN202080031865.8	A_000260
CN202080032436.2	A_021174
CN202080033084.2	A_000910
CN202080033385.5	A_000910
CN202080034427.7	A_000910
CN202080034428.1	A_000910
CN202080036033.5	A_000910
CN202080036447.8	A_002239
CN202080037672.3	A_000910
CN202080038176.X	A_000910
CN202080042670.3	A_000910
CN202080042702.X	A_000910
CN202080042717.6	A_000910
CN202080042786.7	A_035878
CN202080043475.2	A_000910
CN202080045023.8	A_000910
CN202080045224.8	A_000910
CN202080045466.7	A_000910
CN202080045531.6	A_021170
CN202080045616.4	A_000910
CN202080047146.5	A_000910
CN202080048753.3	A_021174
CN202080049201.4	A_021174
CN202080050178.0	A_021174
CN202080050212.4	A_000910
CN202080050252.9	A_021174
CN202080050451.X	A_021174
CN202080050481.0	A_021174
CN202080050781.9	A_000910
CN202080050796.5	A_000910
CN202080051059.7	A_000910
CN202080051296.3	A_000910
CN202080051378.8	A_021174
CN202080051721.9	A_000910
CN202080051808.6	A_000910
CN202080052665.0	A_000910
CN202080053185.6	A_000910
CN202080053234.6	A_000260
CN202080053326.4	A_000910
CN202080053745.8	A_000910
CN202080053758.5	A_000910
CN202080053989.6	A_000910
CN202080054014.5	A_000910
CN202080054215.5	A_000910
CN202080054393.8	A_021174
CN202080054502.6	A_000910
CN202080055412.9	A_000910
CN202080055802.6	A_021174
CN202080056344.8	A_000910
CN202080056513.8	A_020930
CN202080056565.5	A_000910
CN202080056580.X	A_000910
CN202080056713.3	A_000910
CN202080057010.2	A_000910
CN202080057014.0	A_021174
CN202080057021.0	A_000910
CN202080057277.1	A_000910
CN202080057313.4	A_000260
CN202080057748.9	A_021174
CN202080057765.2	A_021840
CN202080057781.1	A_020761
CN202080057863.6	A_000260
CN202080057931.9	A_000910
CN202080058023.1	A_021174
CN202080058393.5	A_000910
CN202080058829.0	A_000910
CN202080058962.6	A_000910
CN202080058994.6	A_000910
CN202080058998.4	A_000910
CN202080059338.8	A_035878
CN202080059416.4	A_000910
CN202080059445.0	A_021174
CN202080059932.7	A_000910
CN202080059976.X	A_020659
CN202080060351.5	A_030103
CN202080060565.2	A_021174
CN202080060907.0	A_000910
CN202080061213.9	A_021174
CN202080061607.4	A_000910
CN202080062287.4	A_021174
CN202080063039.1	A_020930
CN202080063236.3	A_000910
CN202080063443.9	A_000910
CN202080064130.5	A_021174
CN202080064307.1	A_000910
CN202080064356.5	A_000910
CN202080064430.3	A_000910
CN202080064452.X	A_000910
CN202080065751.5	A_000910
CN202080066024.0	A_000260
CN202080066208.7	A_000910
CN202080066760.6	A_000910
CN202080067587.1	A_000910
CN202080068048.X	A_000910
CN202080068340.1	A_021174
CN202080068439.1	A_000910
CN202080068548.3	A_000910
CN202080069024.6	A_000260
CN202080069236.4	A_000260
CN202080069267.X	A_021174
CN202080069524.X	A_028274
CN202080069565.9	A_002239
CN202080069572.9	A_021174
CN202080070033.7	A_021174
CN202080070140.X	A_000260
CN202080070869.7	A_000260
CN202080071200.X	A_000910
CN202080071201.4	A_000910
CN202080071246.1	A_000910
CN202080071987.X	A_021174
CN202080072255.2	A_020659
CN202080072476.X	A_021174
CN202080073183.3	A_000910
CN202080073588.7	A_000910
CN202080073798.6	A_021174
CN202080073984.X	A_000910
CN202080074341.7	A_000910
CN202080074464.0	A_000910
CN202080074712.1	A_000910
CN202080075429.0	A_000910
CN202080075636.6	A_021174
CN202080075881.7	A_000910
CN202080075943.4	A_000910
CN202080075956.1	A_000910
CN202080076054.X	A_000910
CN202080076471.4	A_000910
CN202080076542.0	A_000910
CN202080076771.2	A_000910
CN202080077973.9	A_000910
CN202080078010.0	A_000910
CN202080078419.2	A_000910
CN202080078713.3	A_000910
CN202080081974.0	A_000260
CN202080082245.7	A_000260
CN202080083028.X	A_000260
CN202080083247.8	A_021174
CN202080083288.7	A_020659
CN202080083457.7	A_000910
CN202080083768.3	A_030103
CN202080084355.7	A_000910
CN202080084363.1	A_000910
CN202080084584.9	A_000910
CN202080084874.3	A_000910
CN202080084973.1	A_021174
CN202080085405.3	A_000910
CN202080086047.8	A_000910
CN202080086103.8	A_000910
CN202080087078.5	A_035878
CN202080087603.3	A_035878
CN202080087803.9	A_000910
CN202080087828.9	A_000910
CN202080087930.9	A_000910
CN202080088898.6	A_000910
CN202080089808.5	A_000910
CN202080090051.1	A_000910
CN202080090157.1	A_021522
CN202080091126.8	A_021174
CN202080092054.9	A_000910
CN202080093412.8	A_000910
CN202080093951.1	A_012652
CN202080093966.8	A_000910
CN202080094120.6	A_000910
CN202080094251.4	A_000910
CN202080094262.2	A_000910
CN202080094267.5	A_012652
CN202080094321.6	A_035909
CN202080094474.0	A_035878
CN202080094642.6	A_030103
CN202080095065.2	A_021174
CN202080095298.2	A_000910
CN202080095549.7	A_000910
CN202080095601.9	A_021148
CN202080095664.4	A_035878
CN202080095836.8	A_000910
CN202080095883.2	A_000910
CN202080096324.3	A_035878
CN202080096556.9	A_020779
CN202080096556.9	A_020780
CN202080096571.3	A_035878
CN202080097689.8	A_000910
CN202080097952.3	A_035878
CN202080098116.7	A_035878
CN202080098263.4	A_000910
CN202080098330.2	A_000910
CN202080098414.6	A_026157
CN202080098440.9	A_035878
CN202080098720.X	A_000910
CN202080099175.6	A_035878
CN202080099212.3	A_000910
CN202080099287.1	A_000910
CN202080099524.4	A_012652
CN202080099625.1	A_000910
CN202080099650.X	A_000910
CN202080099891.4	A_020920
CN202080099955.0	A_035878
CN202080100071.2	A_035878
CN202080100128.9	A_000910
CN202080100285.X	A_000910
CN202080100306.8	A_000910
CN202080100402.2	A_000910
CN202080100490.6	A_020779
CN202080100490.6	A_020780
CN202080100638.6	A_000910
CN202080100654.5	A_000910
CN202080100821.6	A_035878
CN202080100826.9	A_035878
CN202080101189.7	A_020920
CN202080101269.2	A_020659
CN202080101697.5	A_000910
CN202080101748.4	A_000910
CN202080101796.3	A_035878
CN202080101893.2	A_000910
CN202080101923.X	A_035878
CN202080102098.5	A_020989
CN202080102238.9	A_000910
